0.5 0 0 0
2.81225 0 0 0
8 0 0 0

0.5 -0.134637 0 0.998
2.81225 -0.134637 0 0.998
8 -0.134637 0 0.998

0.5 -0.134907 0 1
0.285443 -0.134907 0 1
0.292943 -0.134907 0 1
0.300443 -0.134907 0 1
8 -0.134907 0 1

0.5 -0.135176 0 1.002
2.8047 -0.135176 0 1.002
2.8122 -0.135176 9.79396e-06 1.002
2.8122 -0.135176 9.78623e-06 1.002
2.81221 -0.135176 9.76408e-06 1.002
2.81222 -0.135176 9.74083e-06 1.002
2.81224 -0.135176 9.69505e-06 1.002
2.81226 -0.135176 9.65614e-06 1.002
2.81229 -0.135176 9.58374e-06 1.002
2.81232 -0.135176 9.52904e-06 1.002
2.81236 -0.135176 9.42534e-06 1.002
2.81239 -0.135176 9.35492e-06 1.002
2.81244 -0.135176 9.21333e-06 1.002
2.81248 -0.135176 9.12774e-06 1.002
2.81255 -0.135176 8.93947e-06 1.002
2.81258 -0.135176 8.84002e-06 1.002
2.81267 -0.135176 8.59374e-06 1.002
2.8127 -0.135176 8.48294e-06 1.002
2.81281 -0.135176 8.16429e-06 1.002
2.81284 -0.135176 8.0463e-06 1.002
2.81296 -0.135176 7.63741e-06 1.002
2.813 -0.135176 7.51861e-06 1.002
2.81314 -0.135176 6.99752e-06 1.002
2.81317 -0.135176 6.8871e-06 1.002
2.81333 -0.135176 6.22705e-06 1.002
2.81336 -0.135176 6.13772e-06 1.002
2.81355 -0.135176 5.30648e-06 1.002
2.81356 -0.135176 5.25523e-06 1.002
2.81378 -0.135176 4.22318e-06 1.002
2.81378 -0.135176 4.21424e-06 1.002
2.81401 -0.135176 3.02399e-06 1.002
2.81403 -0.135176 2.92669e-06 1.002
2.81426 -0.135176 1.6389e-06 1.002
2.8143 -0.135176 1.41807e-06 1.002
2.81453 -0.135176 4.80769e-08 1.002
2.82203 -0.135176 0 1.002
8 -0.135176 0 1.002

0.5 -0.135446 0 1.004
2.8047 -0.135446 0 1.004
2.8122 -0.135446 1.95502e-05 1.004
2.8122 -0.135446 1.95424e-05 1.004
2.81221 -0.135446 1.95202e-05 1.004
2.81222 -0.135446 1.9497e-05 1.004
2.81224 -0.135446 1.94512e-05 1.004
2.81226 -0.135446 1.94122e-05 1.004
2.81229 -0.135446 1.93398e-05 1.004
2.81232 -0.135446 1.92851e-05 1.004
2.81236 -0.135446 1.91813e-05 1.004
2.81239 -0.135446 1.91109e-05 1.004
2.81244 -0.135446 1.89692e-05 1.004
2.81248 -0.135446 1.88836e-05 1.004
2.81255 -0.135446 1.86953e-05 1.004
2.81258 -0.135446 1.85958e-05 1.004
2.81267 -0.135446 1.83495e-05 1.004
2.8127 -0.135446 1.82387e-05 1.004
2.81281 -0.135446 1.79201e-05 1.004
2.81284 -0.135446 1.78021e-05 1.004
2.81296 -0.135446 1.73933e-05 1.004
2.813 -0.135446 1.72746e-05 1.004
2.81314 -0.135446 1.67536e-05 1.004
2.81317 -0.135446 1.66433e-05 1.004
2.81333 -0.135446 1.59836e-05 1.004
2.81336 -0.135446 1.58943e-05 1.004
2.81355 -0.135446 1.50635e-05 1.004
2.81356 -0.135446 1.50123e-05 1.004
2.81378 -0.135446 1.3981e-05 1.004
2.81378 -0.135446 1.39721e-05 1.004
2.81401 -0.135446 1.27828e-05 1.004
2.81403 -0.135446 1.26856e-05 1.004
2.81426 -0.135446 1.1399e-05 1.004
2.8143 -0.135446 1.11784e-05 1.004
2.81453 -0.135446 9.80973e-06 1.004
2.81459 -0.135446 9.4225e-06 1.004
2.81481 -0.135446 7.99419e-06 1.004
2.8149 -0.135446 7.38794e-06 1.004
2.81511 -0.135446 5.93046e-06 1.004
2.81523 -0.135446 5.04234e-06 1.004
2.81542 -0.135446 3.59557e-06 1.004
2.81558 -0.135446 2.35103e-06 1.004
2.81575 -0.135446 9.65595e-07 1.004
2.82325 -0.135446 0 1.004
8 -0.135446 0 1.004

0.5 -0.135716 0 1.006
2.8047 -0.135716 0 1.006
2.8122 -0.135716 2.92676e-05 1.006
2.8122 -0.135716 2.92598e-05 1.006
2.81221 -0.135716 2.92376e-05 1.006
2.81222 -0.135716 2.92143e-05 1.006
2.81224 -0.135716 2.91685e-05 1.006
2.81226 -0.135716 2.91295e-05 1.006
2.81229 -0.135716 2.90571e-05 1.006
2.81232 -0.135716 2.90023e-05 1.006
2.81236 -0.135716 2.88985e-05 1.006
2.81239 -0.135716 2.8828e-05 1.006
2.81244 -0.135716 2.86863e-05 1.006
2.81248 -0.135716 2.86007e-05 1.006
2.81255 -0.135716 2.84123e-05 1.006
2.81258 -0.135716 2.83128e-05 1.006
2.81267 -0.135716 2.80665e-05 1.006
2.8127 -0.135716 2.79557e-05 1.006
2.81281 -0.135716 2.76371e-05 1.006
2.81284 -0.135716 2.75191e-05 1.006
2.81296 -0.135716 2.71104e-05 1.006
2.813 -0.135716 2.69917e-05 1.006
2.81314 -0.135716 2.6471e-05 1.006
2.81317 -0.135716 2.63607e-05 1.006
2.81333 -0.135716 2.57013e-05 1.006
2.81336 -0.135716 2.5612e-05 1.006
2.81355 -0.135716 2.47818e-05 1.006
2.81356 -0.135716 2.47306e-05 1.006
2.81378 -0.135716 2.37e-05 1.006
2.81378 -0.135716 2.36911e-05 1.006
2.81401 -0.135716 2.25028e-05 1.006
2.81403 -0.135716 2.24057e-05 1.006
2.81426 -0.135716 2.11202e-05 1.006
2.8143 -0.135716 2.08998e-05 1.006
2.81453 -0.135716 1.95326e-05 1.006
2.81459 -0.135716 1.91457e-05 1.006
2.81481 -0.135716 1.7719e-05 1.006
2.8149 -0.135716 1.71134e-05 1.006
2.81511 -0.135716 1.56575e-05 1.006
2.81523 -0.135716 1.47705e-05 1.006
2.81542 -0.135716 1.33254e-05 1.006
2.81558 -0.135716 1.20824e-05 1.006
2.81575 -0.135716 1.06987e-05 1.006
2.81595 -0.135716 9.01233e-06 1.006
2.81609 -0.135716 7.75259e-06 1.006
2.81634 -0.135716 5.52083e-06 1.006
2.81645 -0.135716 4.46121e-06 1.006
2.81675 -0.135716 1.56615e-06 1.006
2.81682 -0.135716 7.97879e-07 1.006
2.82432 -0.135716 0 1.006
8 -0.135716 0 1.006

0.5 -0.135986 0 1.008
2.8047 -0.135986 0 1.008
2.8122 -0.135986 3.89464e-05 1.008
2.8122 -0.135986 3.89387e-05 1.008
2.81221 -0.135986 3.89164e-05 1.008
2.81222 -0.135986 3.88932e-05 1.008
2.81224 -0.135986 3.88473e-05 1.008
2.81226 -0.135986 3.88083e-05 1.008
2.81229 -0.135986 3.87358e-05 1.008
2.81232 -0.135986 3.8681e-05 1.008
2.81236 -0.135986 3.85771e-05 1.008
2.81239 -0.135986 3.85066e-05 1.008
2.81244 -0.135986 3.83648e-05 1.008
2.81248 -0.135986 3.82792e-05 1.008
2.81255 -0.135986 3.80908e-05 1.008
2.81258 -0.135986 3.79913e-05 1.008
2.81267 -0.135986 3.77449e-05 1.008
2.8127 -0.135986 3.76341e-05 1.008
2.81281 -0.135986 3.73155e-05 1.008
2.81284 -0.135986 3.71976e-05 1.008
2.81296 -0.135986 3.6789e-05 1.008
2.813 -0.135986 3.66703e-05 1.008
2.81314 -0.135986 3.61498e-05 1.008
2.81317 -0.135986 3.60395e-05 1.008
2.81333 -0.135986 3.53804e-05 1.008
2.81336 -0.135986 3.52912e-05 1.008
2.81355 -0.135986 3.44615e-05 1.008
2.81356 -0.135986 3.44103e-05 1.008
2.81378 -0.135986 3.33805e-05 1.008
2.81378 -0.135986 3.33716e-05 1.008
2.81401 -0.135986 3.21843e-05 1.008
2.81403 -0.135986 3.20872e-05 1.008
2.81426 -0.135986 3.08029e-05 1.008
2.8143 -0.135986 3.05827e-05 1.008
2.81453 -0.135986 2.92168e-05 1.008
2.81459 -0.135986 2.88304e-05 1.008
2.81481 -0.135986 2.74051e-05 1.008
2.8149 -0.135986 2.68002e-05 1.008
2.81511 -0.135986 2.5346e-05 1.008
2.81523 -0.135986 2.446e-05 1.008
2.81542 -0.135986 2.30167e-05 1.008
2.81558 -0.135986 2.17752e-05 1.008
2.81575 -0.135986 2.03933e-05 1.008
2.81595 -0.135986 1.8709e-05 1.008
2.81609 -0.135986 1.74509e-05 1.008
2.81634 -0.135986 1.52221e-05 1.008
2.81645 -0.135986 1.41639e-05 1.008
2.81675 -0.135986 1.12728e-05 1.008
2.81682 -0.135986 1.05057e-05 1.008
2.81717 -0.135986 6.81698e-06 1.008
2.81721 -0.135986 6.44852e-06 1.008
2.81761 -0.135986 1.96412e-06 1.008
2.81762 -0.135986 1.80776e-06 1.008
2.82512 -0.135986 0 1.008
8 -0.135986 0 1.008

0.5 -0.136256 0 1.01
2.8047 -0.136256 0 1.01
2.8122 -0.136256 4.85869e-05 1.01
2.8122 -0.136256 4.85792e-05 1.01
2.81221 -0.136256 4.85569e-05 1.01
2.81222 -0.136256 4.85336e-05 1.01
2.81224 -0.136256 4.84877e-05 1.01
