 2.2 24.5128 0.0200328 0.000203782 -0.0295071
 2.20012 24.6075 0.0099983 0.000203774 -0.0293857
 2.20024 24.7029 -0.000182218 0.000203765 -0.0292643
 2.20036 24.7991 -0.0105112 0.000203757 -0.029143
 2.20048 24.8961 -0.0209912 0.000203749 -0.0290216
 2.2006 24.9939 -0.0316248 0.00020374 -0.0289003
 2.20072 25.0926 -0.0424144 0.000203732 -0.0287789
 2.20084 25.192 -0.0533629 0.000203724 -0.0286576
 2.20096 25.2923 -0.0644728 0.000203716 -0.0285363
 2.20108 25.3935 -0.075747 0.000203707 -0.028415
 2.2012 25.4955 -0.0871883 0.000203699 -0.0282936
 2.20132 25.5983 -0.0987995 0.000203691 -0.0281723
 2.20144 25.7021 -0.110584 0.000203682 -0.028051
 2.20156 25.8067 -0.122544 0.000203674 -0.0279297
 2.20168 25.9123 -0.134683 0.000203666 -0.0278084
 2.2018 26.0187 -0.147004 0.000203657 -0.0276872
 2.20192 26.1261 -0.15951 0.000203649 -0.0275659
 2.20204 26.2344 -0.172206 0.000203641 -0.0274446
 2.20216 26.3437 -0.185093 0.000203632 -0.0273233
 2.20228 26.454 -0.198175 0.000203624 -0.0272021
 2.2024 26.5652 -0.211457 0.000203615 -0.0270808
 2.20252 26.6774 -0.224941 0.000203607 -0.0269595
 2.20264 26.7906 -0.238631 0.000203599 -0.0268383
 2.20276 26.9048 -0.252531 0.00020359 -0.0267171
 2.20288 27.0201 -0.266645 0.000203582 -0.0265958
 2.203 27.1364 -0.280976 0.000203574 -0.0264746
 2.20312 27.2537 -0.295529 0.000203565 -0.0263534
 2.20324 27.3721 -0.310308 0.000203557 -0.0262321
 2.20336 27.4917 -0.325317 0.000203548 -0.0261109
 2.20348 27.6123 -0.34056 0.00020354 -0.0259897
 2.2036 27.734 -0.356042 0.000203532 -0.0258685
 2.20372 27.8569 -0.371767 0.000203523 -0.0257473
 2.20384 27.9809 -0.38774 0.000203515 -0.0256261
 2.20396 28.106 -0.403965 0.000203506 -0.025505
 2.20408 28.2324 -0.420447 0.000203498 -0.0253838
 2.2042 28.3599 -0.437192 0.000203489 -0.0252626
 2.20432 28.4887 -0.454203 0.000203481 -0.0251414
 2.20444 28.6187 -0.471488 0.000203473 -0.0250203
 2.20456 28.7499 -0.48905 0.000203464 -0.0248991
 2.20468 28.8824 -0.506895 0.000203456 -0.024778
 2.2048 29.0162 -0.525029 0.000203447 -0.0246568
 2.20492 29.1513 -0.543457 0.000203439 -0.0245357
 2.20504 29.2877 -0.562186 0.00020343 -0.0244145
 2.20516 29.4254 -0.581221 0.000203422 -0.0242934
 2.20528 29.5645 -0.600568 0.000203413 -0.0241723
 2.2054 29.705 -0.620234 0.000203405 -0.0240512
 2.20552 29.8469 -0.640225 0.000203396 -0.0239301
 2.20564 29.9902 -0.660548 0.000203388 -0.023809
 2.20576 30.1349 -0.68121 0.000203379 -0.0236879
 2.20588 30.2811 -0.702216 0.000203371 -0.0235668
 2.206 30.4288 -0.723576 0.000203362 -0.0234457
 2.20612 30.578 -0.745295 0.000203354 -0.0233246
 2.20624 30.7288 -0.767382 0.000203345 -0.0232035
 2.20636 30.881 -0.789843 0.000203337 -0.0230824
 2.20648 31.0349 -0.812688 0.000203328 -0.0229614
 2.2066 31.1904 -0.835924 0.00020332 -0.0228403
 2.20672 31.3475 -0.859559 0.000203311 -0.0227193
 2.20684 31.5062 -0.883602 0.000203303 -0.0225982
 2.20696 31.6667 -0.908062 0.000203294 -0.0224772
 2.20708 31.8288 -0.932947 0.000203286 -0.0223561
 2.2072 31.9926 -0.958268 0.000203277 -0.0222351
 2.20732 32.1583 -0.984033 0.000203269 -0.0221141
