# * INTENSITY STEADY STATE * 
#
# file generated by ** ns_ISS.H ** 
#
# ------------- 
# ome (eV)	Ome	|p1|²	|p2|²	|p3|²	N
#
  2       	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0002  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0004  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0006  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0008  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.001   	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0012  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0014  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0016  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0018  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.002   	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0022  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0024  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0026  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0028  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.003   	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0032  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0034  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0036  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0038  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.004   	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0042  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0044  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0046  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0048  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.005   	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0052  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0054  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0056  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0058  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.006   	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0062  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0064  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0066  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0068  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.007   	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
  2.0072  	0          	0          	0          	0          	1          	0          	5.72908e-30	1.30923e-30	-1.03262e-29	0          	0          
