# * INTENSITY STEADY STATE * 
#
# file generated by ** ns_ISS.H ** 
#
# ------------- 
# ome (eV)	Ome	|q0|²	|q1|²	|q2|²	N
#
  1.49297 	0          	0          	0          	0          	1          
  1.4933  	0          	0          	0          	0          	1          
  1.49363 	0          	0          	0          	0          	1          
  1.49396 	0          	0          	0          	0          	1          
  1.49429 	0          	0          	0          	0          	1          
  1.49462 	0          	0          	0          	0          	1          
  1.49495 	0          	0          	0          	0          	1          
  1.49528 	0          	0          	0          	0          	1          
  1.49561 	0          	0          	0          	0          	1          
  1.49594 	0          	0          	0          	0          	1          
  1.49627 	0          	0          	0          	0          	1          
  1.4966  	0          	0          	0          	0          	1          
  1.49693 	0          	0          	0          	0          	1          
  1.49726 	0          	0          	0          	0          	1          
  1.49759 	0          	0          	0          	0          	1          
  1.49792 	0          	0          	0          	0          	1          
  1.49825 	0          	0          	0          	0          	1          
  1.49858 	0          	0          	0          	0          	1          
  1.49891 	0          	0          	0          	0          	1          
  1.49924 	0          	0          	0          	0          	1          
  1.49957 	0          	0          	0          	0          	1          
  1.4999  	0          	0          	0          	0          	1          
  1.50023 	0          	0          	0          	0          	1          
  1.50056 	0          	0          	0          	0          	1          
  1.50089 	0          	0          	0          	0          	1          
  1.50122 	0          	0          	0          	0          	1          
  1.50155 	0          	0          	0          	0          	1          
  1.50188 	0          	0          	0          	0          	1          
  1.50221 	0          	0          	0          	0          	1          
  1.50254 	0          	0          	0          	0          	1          
  1.50287 	0          	0          	0          	0          	1          
  1.5032  	0          	0          	0          	0          	1          
  1.50353 	0          	0          	0          	0          	1          
  1.50386 	0          	0          	0          	0          	1          
  1.50419 	0          	0          	0          	0          	1          
  1.50452 	0          	0          	0          	0          	1          
  1.50485 	0          	0          	0          	0          	1          
  1.50518 	0          	0          	0          	0          	1          
  1.50551 	0          	0          	0          	0          	1          
  1.50584 	0          	0          	0          	0          	1          
  1.50617 	0          	0          	0          	0          	1          
  1.5065  	0          	0          	0          	0          	1          
  1.50683 	0          	0          	0          	0          	1          
  1.50716 	0          	0          	0          	0          	1          
  1.50749 	0          	0          	0          	0          	1          
  1.50782 	0          	0          	0          	0          	1          
  1.50815 	0          	0          	0          	0          	1          
  1.50848 	0          	0          	0          	0          	1          
  1.50881 	0          	0          	0          	0          	1          
  1.50914 	0          	0          	0          	0          	1          
  1.50947 	0          	0          	0          	0          	1          
  1.5098  	0          	0          	0          	0          	1          
  1.51013 	0          	0          	0          	0          	1          
  1.51046 	0          	0          	0          	0          	1          
  1.51079 	0          	0          	0          	0          	1          
  1.51112 	0          	0          	0          	0          	1          
  1.51145 	0          	0          	0          	0          	1          
  1.51178 	0          	0          	0          	0          	1          
  1.51211 	0          	0          	0          	0          	1          
  1.51244 	0          	0          	0          	0          	1          
  1.51277 	0          	0          	0          	0          	1          
  1.5131  	0          	0          	0          	0          	1          
  1.51343 	0          	0          	0          	0          	1          
  1.51376 	0          	0          	0          	0          	1          
  1.51409 	0          	0          	0          	0          	1          
  1.51442 	0          	0          	0          	0          	1          
  1.51475 	0          	0          	0          	0          	1          
  1.51508 	0          	0          	0          	0          	1          
  1.51541 	0          	0          	0          	0          	1          
  1.51574 	0          	0          	0          	0          	1          
  1.51607 	0          	0          	0          	0          	1          
  1.5164  	0          	0          	0          	0          	1          
  1.51673 	0          	0          	0          	0          	1          
  1.51706 	0          	0          	0          	0          	1          
  1.51739 	0          	0          	0          	0          	1          
  1.51772 	0          	0          	0          	0          	1          
  1.51805 	0          	0          	0          	0          	1          
  1.51838 	0          	0          	0          	0          	1          
  1.51871 	0          	0          	0          	0          	1          
  1.51904 	0          	0          	0          	0          	1          
  1.51937 	0          	0          	0          	0          	1          
  1.5197  	0          	0          	0          	0          	1          
  1.52003 	0          	0          	0          	0          	1          
  1.52036 	0          	0          	0          	0          	1          
  1.52069 	0          	0          	0          	0          	1          
  1.52102 	0          	0          	0          	0          	1          
  1.52135 	0          	0          	0          	0          	1          
  1.52168 	0          	0          	0          	0          	1          
  1.52201 	0          	0          	0          	0          	1          
  1.52234 	0          	0          	0          	0          	1          
  1.52267 	0          	0          	0          	0          	1          
  1.523   	0          	0          	0          	0          	1          
  1.52333 	0          	0          	0          	0          	1          
  1.52366 	0          	0          	0          	0          	1          
  1.52399 	0          	0          	0          	0          	1          
  1.52432 	0          	0          	0          	0          	1          
  1.52465 	0          	0          	0          	0          	1          
  1.52498 	0          	0          	0          	0          	1          
  1.52531 	0          	0          	0          	0          	1          
  1.52564 	0          	0          	0          	0          	1          
  1.52597 	0          	0          	0          	0          	1          
  1.5263  	0          	0          	0          	0          	1          
  1.52663 	0          	0          	0          	0          	1          
  1.52696 	0          	0          	0          	0          	1          
  1.52729 	0          	0          	0          	0          	1          
  1.52762 	0          	0          	0          	0          	1          
  1.52795 	0          	0          	0          	0          	1          
  1.52828 	0          	0          	0          	0          	1          
  1.52861 	0          	0          	0          	0          	1          
  1.52894 	0          	0          	0          	0          	1          
  1.52927 	0          	0          	0          	0          	1          
  1.5296  	0          	0          	0          	0          	1          
  1.52993 	0          	0          	0          	0          	1          
  1.53026 	0          	0          	0          	0          	1          
  1.53059 	0          	0          	0          	0          	1          
  1.53092 	0          	0          	0          	0          	1          
  1.53125 	0          	0          	0          	0          	1          
  1.53158 	0          	0          	0          	0          	1          
  1.53191 	0          	0          	0          	0          	1          
  1.53224 	0          	0          	0          	0          	1          
  1.53257 	0          	0          	0          	0          	1          
  1.5329  	0          	0          	0          	0          	1          
  1.53323 	0          	0          	0          	0          	1          
  1.53356 	0          	0          	0          	0          	1          
  1.53389 	0          	0          	0          	0          	1          
  1.53422 	0          	0          	0          	0          	1          
  1.53455 	0          	0          	0          	0          	1          
  1.53488 	0          	0          	0          	0          	1          
  1.53521 	0          	0          	0          	0          	1          
  1.53554 	0          	0          	0          	0          	1          
  1.53587 	0          	0          	0          	0          	1          
  1.5362  	0          	0          	0          	0          	1          
  1.53653 	0          	0          	0          	0          	1          
  1.53686 	0          	0          	0          	0          	1          
  1.53719 	0          	0          	0          	0          	1          
  1.53752 	0          	0          	0          	0          	1          
  1.53785 	0          	0          	0          	0          	1          
  1.53818 	0          	0          	0          	0          	1          
  1.53851 	0          	0          	0          	0          	1          
  1.53884 	0          	0          	0          	0          	1          
  1.53917 	0          	0          	0          	0          	1          
  1.5395  	0          	0          	0          	0          	1          
  1.53983 	0          	0          	0          	0          	1          
  1.54016 	0          	0          	0          	0          	1          
  1.54049 	0          	0          	0          	0          	1          
  1.54082 	0          	0          	0          	0          	1          
  1.54115 	0          	0          	0          	0          	1          
  1.54148 	0          	0          	0          	0          	1          
  1.54181 	0          	0          	0          	0          	1          
  1.54214 	0          	0          	0          	0          	1          
  1.54247 	0          	0          	0          	0          	1          
  1.5428  	0          	0          	0          	0          	1          
  1.54313 	0          	0          	0          	0          	1          
  1.54346 	0          	0          	0          	0          	1          
  1.54379 	0          	0          	0          	0          	1          
  1.54412 	0          	0          	0          	0          	1          
  1.54445 	0          	0          	0          	0          	1          
  1.54478 	0          	0          	0          	0          	1          
  1.54511 	0          	0          	0          	0          	1          
  1.54544 	0          	0          	0          	0          	1          
  1.54577 	0          	0          	0          	0          	1          
  1.5461  	0          	0          	0          	0          	1          
  1.54643 	0          	0          	0          	0          	1          
  1.54676 	0          	0          	0          	0          	1          
  1.54709 	0          	0          	0          	0          	1          
  1.54742 	0          	0          	0          	0          	1          
  1.54775 	0          	0          	0          	0          	1          
  1.54808 	0          	0          	0          	0          	1          
  1.54841 	0          	0          	0          	0          	1          
  1.54874 	0          	0          	0          	0          	1          
  1.54907 	0          	0          	0          	0          	1          
  1.5494  	0          	0          	0          	0          	1          
  1.54973 	0          	0          	0          	0          	1          
  1.55006 	0          	0          	0          	0          	1          
  1.55039 	0          	0          	0          	0          	1          
  1.55072 	0          	0          	0          	0          	1          
  1.55105 	0          	0          	0          	0          	1          
  1.55138 	0          	0          	0          	0          	1          
  1.55171 	0          	0          	0          	0          	1          
  1.55204 	0          	0          	0          	0          	1          
  1.55237 	0          	0          	0          	0          	1          
  1.5527  	0          	0          	0          	0          	1          
  1.55303 	0          	0          	0          	0          	1          
  1.55336 	0          	0          	0          	0          	1          
  1.55369 	0          	0          	0          	0          	1          
  1.55402 	0          	0          	0          	0          	1          
  1.55435 	0          	0          	0          	0          	1          
  1.55468 	0          	0          	0          	0          	1          
  1.55501 	0          	0          	0          	0          	1          
  1.55534 	0          	0          	0          	0          	1          
  1.55567 	0          	0          	0          	0          	1          
  1.556   	0          	0          	0          	0          	1          
  1.55633 	0          	0          	0          	0          	1          
  1.55666 	0          	0          	0          	0          	1          
  1.55699 	0          	0          	0          	0          	1          
  1.55732 	0          	0          	0          	0          	1          
  1.55765 	0          	0          	0          	0          	1          
  1.55798 	0          	0          	0          	0          	1          
  1.55831 	0          	0          	0          	0          	1          
  1.55864 	0          	0          	0          	0          	1          
  1.55897 	0          	0          	0          	0          	1          
  1.5593  	0          	0          	0          	0          	1          
  1.55963 	0          	0          	0          	0          	1          
  1.55996 	0          	0          	0          	0          	1          
  1.56029 	0          	0          	0          	0          	1          
  1.56062 	0          	0          	0          	0          	1          
  1.56095 	0          	0          	0          	0          	1          
  1.56128 	0          	0          	0          	0          	1          
  1.56161 	0          	0          	0          	0          	1          
  1.56194 	0          	0          	0          	0          	1          
  1.56227 	0          	0          	0          	0          	1          
  1.5626  	0          	0          	0          	0          	1          
  1.56293 	0          	0          	0          	0          	1          
  1.56326 	0          	0          	0          	0          	1          
  1.56359 	0          	0          	0          	0          	1          
  1.56392 	0          	0          	0          	0          	1          
  1.56425 	0          	0          	0          	0          	1          
  1.56458 	0          	0          	0          	0          	1          
  1.56491 	0          	0          	0          	0          	1          
  1.56524 	0          	0          	0          	0          	1          
  1.56557 	0          	0          	0          	0          	1          
  1.5659  	0          	0          	0          	0          	1          
  1.56623 	0          	0          	0          	0          	1          
  1.56656 	0          	0          	0          	0          	1          
  1.56689 	0          	0          	0          	0          	1          
  1.56722 	0          	0          	0          	0          	1          
  1.56755 	0          	0          	0          	0          	1          
  1.56788 	0          	0          	0          	0          	1          
  1.56821 	0          	0          	0          	0          	1          
  1.56854 	0          	0          	0          	0          	1          
  1.56887 	0          	0          	0          	0          	1          
  1.5692  	0          	0          	0          	0          	1          
  1.56953 	0          	0          	0          	0          	1          
  1.56986 	0          	0          	0          	0          	1          
  1.57019 	0          	0          	0          	0          	1          
  1.57052 	0          	0          	0          	0          	1          
  1.57085 	0          	0          	0          	0          	1          
  1.57118 	0          	0          	0          	0          	1          
  1.57151 	0          	0          	0          	0          	1          
  1.57184 	0          	0          	0          	0          	1          
  1.57217 	0          	0          	0          	0          	1          
  1.5725  	0          	0          	0          	0          	1          
  1.57283 	0          	0          	0          	0          	1          
  1.57316 	0          	0          	0          	0          	1          
  1.57349 	0          	0          	0          	0          	1          
  1.57382 	0          	0          	0          	0          	1          
  1.57415 	0          	0          	0          	0          	1          
  1.57448 	0          	0          	0          	0          	1          
  1.57481 	0          	0          	0          	0          	1          
  1.57514 	0          	0          	0          	0          	1          
  1.57547 	0          	0          	0          	0          	1          
  1.5758  	0          	0          	0          	0          	1          
  1.57613 	0          	0          	0          	0          	1          
  1.57646 	0          	0          	0          	0          	1          
  1.57679 	0          	0          	0          	0          	1          
  1.57712 	0          	0          	0          	0          	1          
  1.57745 	0          	0          	0          	0          	1          
  1.57778 	0          	0          	0          	0          	1          
  1.57811 	0          	0          	0          	0          	1          
  1.57844 	0          	0          	0          	0          	1          
  1.57877 	0          	0          	0          	0          	1          
  1.5791  	0          	0          	0          	0          	1          
  1.57943 	0          	0          	0          	0          	1          
  1.57976 	0          	0          	0          	0          	1          
  1.58009 	0          	0          	0          	0          	1          
  1.58042 	0          	0          	0          	0          	1          
  1.58075 	0          	0          	0          	0          	1          
  1.58108 	0          	0          	0          	0          	1          
  1.58141 	0          	0          	0          	0          	1          
  1.58174 	0          	0          	0          	0          	1          
  1.58207 	0          	0          	0          	0          	1          
  1.5824  	0          	0          	0          	0          	1          
  1.58273 	0          	0          	0          	0          	1          
  1.58306 	0          	0          	0          	0          	1          
  1.58339 	0          	0          	0          	0          	1          
  1.58372 	0          	0          	0          	0          	1          
  1.58405 	0          	0          	0          	0          	1          
  1.58438 	0          	0          	0          	0          	1          
  1.58471 	0          	0          	0          	0          	1          
  1.58504 	0          	0          	0          	0          	1          
  1.58537 	0          	0          	0          	0          	1          
  1.5857  	0          	0          	0          	0          	1          
  1.58603 	0          	0          	0          	0          	1          
  1.58636 	0          	0          	0          	0          	1          
  1.58669 	0          	0          	0          	0          	1          
  1.58702 	0          	0          	0          	0          	1          
  1.58735 	0          	0          	0          	0          	1          
  1.58768 	0          	0          	0          	0          	1          
  1.58801 	0          	0          	0          	0          	1          
  1.58834 	0          	0          	0          	0          	1          
  1.58867 	0          	0          	0          	0          	1          
  1.589   	0          	0          	0          	0          	1          
  1.58933 	0          	0          	0          	0          	1          
  1.58966 	0          	0          	0          	0          	1          
  1.58999 	0          	0          	0          	0          	1          
  1.59032 	0          	0          	0          	0          	1          
  1.59065 	0          	0          	0          	0          	1          
  1.59098 	0          	0          	0          	0          	1          
  1.59131 	0          	0          	0          	0          	1          
  1.59164 	0          	0          	0          	0          	1          
  1.59197 	0          	0          	0          	0          	1          
  1.5923  	0          	0          	0          	0          	1          
  1.59263 	0          	0          	0          	0          	1          
  1.59296 	0          	0          	0          	0          	1          
  1.59329 	0          	0          	0          	0          	1          
  1.59362 	0          	0          	0          	0          	1          
  1.59395 	0          	0          	0          	0          	1          
  1.59428 	0          	0          	0          	0          	1          
  1.59461 	0          	0          	0          	0          	1          
  1.59494 	0          	0          	0          	0          	1          
  1.59527 	0          	0          	0          	0          	1          
  1.5956  	0          	0          	0          	0          	1          
  1.59593 	0          	0          	0          	0          	1          
  1.59626 	0          	0          	0          	0          	1          
  1.59659 	0          	0          	0          	0          	1          
  1.59692 	0          	0          	0          	0          	1          
  1.59725 	0          	0          	0          	0          	1          
  1.59758 	0          	0          	0          	0          	1          
  1.59791 	0          	0          	0          	0          	1          
  1.59824 	0          	0          	0          	0          	1          
  1.59857 	0          	0          	0          	0          	1          
  1.5989  	0          	0          	0          	0          	1          
  1.59923 	0          	0          	0          	0          	1          
  1.59956 	0          	0          	0          	0          	1          
  1.59989 	0          	0          	0          	0          	1          
  1.60022 	0          	0          	0          	0          	1          
  1.60055 	0          	0          	0          	0          	1          
  1.60088 	0          	0          	0          	0          	1          
  1.60121 	0          	0          	0          	0          	1          
  1.60154 	0          	0          	0          	0          	1          
  1.60187 	0          	0          	0          	0          	1          
  1.6022  	0          	0          	0          	0          	1          
  1.60253 	0          	0          	0          	0          	1          
  1.60286 	0          	0          	0          	0          	1          
  1.60319 	0          	0          	0          	0          	1          
  1.60352 	0          	0          	0          	0          	1          
  1.60385 	0          	0          	0          	0          	1          
  1.60418 	0          	0          	0          	0          	1          
  1.60451 	0          	0          	0          	0          	1          
  1.60484 	0          	0          	0          	0          	1          
  1.60517 	0          	0          	0          	0          	1          
  1.6055  	0          	0          	0          	0          	1          
  1.60583 	0          	0          	0          	0          	1          
  1.60616 	0          	0          	0          	0          	1          
  1.60649 	0          	0          	0          	0          	1          
  1.60682 	0          	0          	0          	0          	1          
  1.60715 	0          	0          	0          	0          	1          
  1.60748 	0          	0          	0          	0          	1          
  1.60781 	0          	0          	0          	0          	1          
  1.60814 	0          	0          	0          	0          	1          
  1.60847 	0          	0          	0          	0          	1          
  1.6088  	0          	0          	0          	0          	1          
  1.60913 	0          	0          	0          	0          	1          
  1.60946 	0          	0          	0          	0          	1          
  1.60979 	0          	0          	0          	0          	1          
  1.61012 	0          	0          	0          	0          	1          
  1.61045 	0          	0          	0          	0          	1          
  1.61078 	0          	0          	0          	0          	1          
  1.61111 	0          	0          	0          	0          	1          
  1.61144 	0          	0          	0          	0          	1          
  1.61177 	0          	0          	0          	0          	1          
  1.6121  	0          	0          	0          	0          	1          
  1.61243 	0          	0          	0          	0          	1          
  1.61276 	0          	0          	0          	0          	1          
  1.61309 	0          	0          	0          	0          	1          
  1.61342 	0          	0          	0          	0          	1          
  1.61375 	0          	0          	0          	0          	1          
  1.61408 	0          	0          	0          	0          	1          
  1.61441 	0          	0          	0          	0          	1          
  1.61474 	0          	0          	0          	0          	1          
  1.61507 	0          	0          	0          	0          	1          
  1.6154  	0          	0          	0          	0          	1          
  1.61573 	0          	0          	0          	0          	1          
  1.61606 	0          	0          	0          	0          	1          
  1.61639 	0          	0          	0          	0          	1          
  1.61672 	0          	0          	0          	0          	1          
  1.61705 	0          	0          	0          	0          	1          
  1.61738 	0          	0          	0          	0          	1          
  1.61771 	0          	0          	0          	0          	1          
  1.61804 	0          	0          	0          	0          	1          
  1.61837 	0          	0          	0          	0          	1          
  1.6187  	0          	0          	0          	0          	1          
  1.61903 	0          	0          	0          	0          	1          
  1.61936 	0          	0          	0          	0          	1          
  1.61969 	0          	0          	0          	0          	1          
  1.62002 	0          	0          	0          	0          	1          
  1.62035 	0          	0          	0          	0          	1          
  1.62068 	0          	0          	0          	0          	1          
  1.62101 	0          	0          	0          	0          	1          
  1.62134 	0          	0          	0          	0          	1          
  1.62167 	0          	0          	0          	0          	1          
  1.622   	0          	0          	0          	0          	1          
  1.62233 	0          	0          	0          	0          	1          
  1.62266 	0          	0          	0          	0          	1          
  1.62299 	0          	0          	0          	0          	1          
  1.62332 	0          	0          	0          	0          	1          
  1.62365 	0          	0          	0          	0          	1          
  1.62398 	0          	0          	0          	0          	1          
  1.62431 	0          	0          	0          	0          	1          
  1.62464 	0          	0          	0          	0          	1          
  1.62497 	0          	0          	0          	0          	1          
  1.6253  	0          	0          	0          	0          	1          
  1.62563 	0          	0          	0          	0          	1          
  1.62596 	0          	0          	0          	0          	1          
  1.62629 	0          	0          	0          	0          	1          
  1.62662 	0          	0          	0          	0          	1          
  1.62695 	0          	0          	0          	0          	1          
  1.62728 	0          	0          	0          	0          	1          
  1.62761 	0          	0          	0          	0          	1          
  1.62794 	0          	0          	0          	0          	1          
  1.62827 	0          	0          	0          	0          	1          
  1.6286  	0          	0          	0          	0          	1          
  1.62893 	0          	0          	0          	0          	1          
  1.62926 	0          	0          	0          	0          	1          
  1.62959 	0          	0          	0          	0          	1          
  1.62992 	0          	0          	0          	0          	1          
  1.63025 	0          	0          	0          	0          	1          
  1.63058 	0          	0          	0          	0          	1          
  1.63091 	0          	0          	0          	0          	1          
  1.63124 	0          	0          	0          	0          	1          
  1.63157 	0          	0          	0          	0          	1          
  1.6319  	0          	0          	0          	0          	1          
  1.63223 	0          	0          	0          	0          	1          
  1.63256 	0          	0          	0          	0          	1          
  1.63289 	0          	0          	0          	0          	1          
  1.63322 	0          	0          	0          	0          	1          
  1.63355 	0          	0          	0          	0          	1          
  1.63388 	0          	0          	0          	0          	1          
  1.63421 	0          	0          	0          	0          	1          
  1.63454 	0          	0          	0          	0          	1          
  1.63487 	0          	0          	0          	0          	1          
  1.6352  	0          	0          	0          	0          	1          
  1.63553 	0          	0          	0          	0          	1          
  1.63586 	0          	0          	0          	0          	1          
  1.63619 	0          	0          	0          	0          	1          
  1.63652 	0          	0          	0          	0          	1          
  1.63685 	0          	0          	0          	0          	1          
  1.63718 	0          	0          	0          	0          	1          
  1.63751 	0          	0          	0          	0          	1          
  1.63784 	0          	0          	0          	0          	1          
  1.63817 	0          	0          	0          	0          	1          
  1.6385  	0          	0          	0          	0          	1          
  1.63883 	0          	0          	0          	0          	1          
  1.63916 	0          	0          	0          	0          	1          
  1.63949 	0          	0          	0          	0          	1          
  1.63982 	0          	0          	0          	0          	1          
  1.64015 	0          	0          	0          	0          	1          
  1.64048 	0          	0          	0          	0          	1          
  1.64081 	0          	0          	0          	0          	1          
  1.64114 	0          	0          	0          	0          	1          
  1.64147 	0          	0          	0          	0          	1          
  1.6418  	0          	0          	0          	0          	1          
  1.64213 	0          	0          	0          	0          	1          
  1.64246 	0          	0          	0          	0          	1          
  1.64279 	0          	0          	0          	0          	1          
  1.64312 	0          	0          	0          	0          	1          
  1.64345 	0          	0          	0          	0          	1          
  1.64378 	0          	0          	0          	0          	1          
  1.64411 	0          	0          	0          	0          	1          
  1.64444 	0          	0          	0          	0          	1          
  1.64477 	0          	0          	0          	0          	1          
  1.6451  	0          	0          	0          	0          	1          
  1.64543 	0          	0          	0          	0          	1          
  1.64576 	0          	0          	0          	0          	1          
  1.64609 	0          	0          	0          	0          	1          
  1.64642 	0          	0          	0          	0          	1          
  1.64675 	0          	0          	0          	0          	1          
  1.64708 	0          	0          	0          	0          	1          
  1.64741 	0          	0          	0          	0          	1          
  1.64774 	0          	0          	0          	0          	1          
  1.64807 	0          	0          	0          	0          	1          
  1.6484  	0          	0          	0          	0          	1          
  1.64873 	0          	0          	0          	0          	1          
  1.64906 	0          	0          	0          	0          	1          
  1.64939 	0          	0          	0          	0          	1          
  1.64972 	0          	0          	0          	0          	1          
  1.65005 	0          	0          	0          	0          	1          
  1.65038 	0          	0          	0          	0          	1          
  1.65071 	0          	0          	0          	0          	1          
  1.65104 	0          	0          	0          	0          	1          
  1.65137 	0          	0          	0          	0          	1          
  1.6517  	0          	0          	0          	0          	1          
  1.65203 	0          	0          	0          	0          	1          
  1.65236 	0          	0          	0          	0          	1          
  1.65269 	0          	0          	0          	0          	1          
  1.65302 	0          	0          	0          	0          	1          
  1.65335 	0          	0          	0          	0          	1          
  1.65368 	0          	0          	0          	0          	1          
  1.65401 	0          	0          	0          	0          	1          
  1.65434 	0          	0          	0          	0          	1          
  1.65467 	0          	0          	0          	0          	1          
  1.655   	0          	0          	0          	0          	1          
  1.65533 	0          	0          	0          	0          	1          
  1.65566 	0          	0          	0          	0          	1          
  1.65599 	0          	0          	0          	0          	1          
  1.65632 	0          	0          	0          	0          	1          
  1.65665 	0          	0          	0          	0          	1          
  1.65698 	0          	0          	0          	0          	1          
  1.65731 	0          	0          	0          	0          	1          
  1.65764 	0          	0          	0          	0          	1          
  1.65797 	0          	0          	0          	0          	1          
  1.6583  	0          	0          	0          	0          	1          
  1.65863 	0          	0          	0          	0          	1          
  1.65896 	0          	0          	0          	0          	1          
  1.65929 	0          	0          	0          	0          	1          
  1.65962 	0          	0          	0          	0          	1          
  1.65995 	0          	0          	0          	0          	1          
  1.66028 	0          	0          	0          	0          	1          
  1.66061 	0          	0          	0          	0          	1          
  1.66094 	0          	0          	0          	0          	1          
  1.66127 	0          	0          	0          	0          	1          
  1.6616  	0          	0          	0          	0          	1          
  1.66193 	0          	0          	0          	0          	1          
  1.66226 	0          	0          	0          	0          	1          
  1.66259 	0          	0          	0          	0          	1          
  1.66292 	0          	0          	0          	0          	1          
  1.66325 	0          	0          	0          	0          	1          
  1.66358 	0          	0          	0          	0          	1          
  1.66391 	0          	0          	0          	0          	1          
  1.66424 	0          	0          	0          	0          	1          
  1.66457 	0          	0          	0          	0          	1          
  1.6649  	0          	0          	0          	0          	1          
  1.66523 	0          	0          	0          	0          	1          
  1.66556 	0          	0          	0          	0          	1          
  1.66589 	0          	0          	0          	0          	1          
  1.66622 	0          	0          	0          	0          	1          
  1.66655 	0          	0          	0          	0          	1          
  1.66688 	0          	0          	0          	0          	1          
  1.66721 	0          	0          	0          	0          	1          
  1.66754 	0          	0          	0          	0          	1          
  1.66787 	0          	0          	0          	0          	1          
  1.6682  	0          	0          	0          	0          	1          
  1.66853 	0          	0          	0          	0          	1          
  1.66886 	0          	0          	0          	0          	1          
  1.66919 	0          	0          	0          	0          	1          
  1.66952 	0          	0          	0          	0          	1          
  1.66985 	0          	0          	0          	0          	1          
  1.67018 	0          	0          	0          	0          	1          
  1.67051 	0          	0          	0          	0          	1          
  1.67084 	0          	0          	0          	0          	1          
  1.67117 	0          	0          	0          	0          	1          
  1.6715  	0          	0          	0          	0          	1          
  1.67183 	0          	0          	0          	0          	1          
  1.67216 	0          	0          	0          	0          	1          
  1.67249 	0          	0          	0          	0          	1          
  1.67282 	0          	0          	0          	0          	1          
  1.67315 	0          	0          	0          	0          	1          
  1.67348 	0          	0          	0          	0          	1          
  1.67381 	0          	0          	0          	0          	1          
  1.67414 	0          	0          	0          	0          	1          
  1.67447 	0          	0          	0          	0          	1          
  1.6748  	0          	0          	0          	0          	1          
  1.67513 	0          	0          	0          	0          	1          
  1.67546 	0          	0          	0          	0          	1          
  1.67579 	0          	0          	0          	0          	1          
  1.67612 	0          	0          	0          	0          	1          
  1.67645 	0          	0          	0          	0          	1          
  1.67678 	0          	0          	0          	0          	1          
  1.67711 	0          	0          	0          	0          	1          
  1.67744 	0          	0          	0          	0          	1          
  1.67777 	0          	0          	0          	0          	1          
  1.6781  	0          	0          	0          	0          	1          
  1.67843 	0          	0          	0          	0          	1          
  1.67876 	0          	0          	0          	0          	1          
  1.67909 	0          	0          	0          	0          	1          
  1.67942 	0          	0          	0          	0          	1          
  1.67975 	0          	0          	0          	0          	1          
  1.68008 	0          	0          	0          	0          	1          
  1.68041 	0          	0          	0          	0          	1          
  1.68074 	0          	0          	0          	0          	1          
  1.68107 	0          	0          	0          	0          	1          
  1.6814  	0          	0          	0          	0          	1          
  1.68173 	0          	0          	0          	0          	1          
  1.68206 	0          	0          	0          	0          	1          
  1.68239 	0          	0          	0          	0          	1          
  1.68272 	0          	0          	0          	0          	1          
  1.68305 	0          	0          	0          	0          	1          
  1.68338 	0          	0          	0          	0          	1          
  1.68371 	0          	0          	0          	0          	1          
  1.68404 	0          	0          	0          	0          	1          
  1.68437 	0          	0          	0          	0          	1          
  1.6847  	0          	0          	0          	0          	1          
  1.68503 	0          	0          	0          	0          	1          
  1.68536 	0          	0          	0          	0          	1          
  1.68569 	0          	0          	0          	0          	1          
  1.68602 	0          	0          	0          	0          	1          
  1.68635 	0          	0          	0          	0          	1          
  1.68668 	0          	0          	0          	0          	1          
  1.68701 	0          	0          	0          	0          	1          
  1.68734 	0          	0          	0          	0          	1          
  1.68767 	0          	0          	0          	0          	1          
  1.688   	0          	0          	0          	0          	1          
  1.68833 	0          	0          	0          	0          	1          
  1.68866 	0          	0          	0          	0          	1          
  1.68899 	0          	0          	0          	0          	1          
  1.68932 	0          	0          	0          	0          	1          
  1.68965 	0          	0          	0          	0          	1          
  1.68998 	0          	0          	0          	0          	1          
  1.69031 	0          	0          	0          	0          	1          
  1.69064 	0          	0          	0          	0          	1          
  1.69097 	0          	0          	0          	0          	1          
  1.6913  	0          	0          	0          	0          	1          
  1.69163 	0          	0          	0          	0          	1          
  1.69196 	0          	0          	0          	0          	1          
  1.69229 	0          	0          	0          	0          	1          
  1.69262 	0          	0          	0          	0          	1          
  1.69295 	0          	0          	0          	0          	1          
  1.69328 	0          	0          	0          	0          	1          
  1.69361 	0          	0          	0          	0          	1          
  1.69394 	0          	0          	0          	0          	1          
  1.69427 	0          	0          	0          	0          	1          
  1.6946  	0          	0          	0          	0          	1          
  1.69493 	0          	0          	0          	0          	1          
  1.69526 	0          	0          	0          	0          	1          
  1.69559 	0          	0          	0          	0          	1          
  1.69592 	0          	0          	0          	0          	1          
  1.69625 	0          	0          	0          	0          	1          
  1.69658 	0          	0          	0          	0          	1          
  1.69691 	0          	0          	0          	0          	1          
  1.69724 	0          	0          	0          	0          	1          
  1.69757 	0          	0          	0          	0          	1          
  1.6979  	0          	0          	0          	0          	1          
  1.69823 	0          	0          	0          	0          	1          
  1.69856 	0          	0          	0          	0          	1          
  1.69889 	0          	0          	0          	0          	1          
  1.69922 	0          	0          	0          	0          	1          
  1.69955 	0          	0          	0          	0          	1          
  1.69988 	0          	0          	0          	0          	1          
  1.70021 	0          	0          	0          	0          	1          
  1.70054 	0          	0          	0          	0          	1          
  1.70087 	0          	0          	0          	0          	1          
  1.7012  	0          	0          	0          	0          	1          
