2 0 2.44627e-60
2.05 0 2.62616e-60
2.1 0 2.8367e-60
2.15 0 3.08563e-60
2.2 0 3.38337e-60
2.25 0 3.74426e-60
2.3 0 4.18851e-60
2.35 0 4.74535e-60
2.4 0 5.45849e-60
2.45 0 6.39567e-60
2.5 0 7.66682e-60
2.55 -0.374434 5.04185e-05
2.6 -0.318555 0.000184838
2.65 -0.263906 0.000265794
2.7 -0.210138 0.000310801
2.75 -0.157405 0.000333235
2.8 -0.104748 0.000342828
2.85 -0.0543359 0.000346116
2.9 -0.00346426 0.000346846
2.95 0.046061 0.000346339
3 0.095519 0.000343822
3.05 0.143343 0.000336724
3.1 0.191226 0.000320934
3.15 0.238056 0.000291048
3.2 0.284319 0.000240571
3.25 0.330241 0.000162113
3.3 0.375441 4.75517e-05
3.35 0 1.81414e-60
3.4 0 1.30002e-60
3.45 0 9.34325e-61
3.5 0 6.66702e-61
3.55 0 4.65864e-61
3.6 0 3.11671e-61
3.65 0 1.91028e-61
3.7 0 9.62476e-62
3.75 0 2.69343e-62
3.8 0 5.75086e-63
3.85 0 2.05356e-61
3.9 0 3.76456e-60
3.95 0 9.91324e-60
4 0 1.61775e-60
4.05 0 7.24687e-61
4.1 0 4.29953e-61
4.15 0 2.87599e-61
4.2 0 2.04636e-61
4.25 0 1.50763e-61
4.3 0 1.13329e-61
4.35 0 8.61361e-62
4.4 0 6.57792e-62
4.45 0 5.0226e-62
4.5 0 3.81815e-62
