# * COMPONENTS * 
#
# file generated by ** cup.H ** 
#
# a drude model was used for silver
# ------------- 
# ome (eV)	real(eps1)	imag(eps1)	real(eps2)	imag(eps2)
#
  2.6944  	2.06987    	-0.0393023 	-7.39367   	0.107414   
  2.6956  	2.06961    	-0.0398774 	-7.38237   	0.10727    
  2.6968  	2.06934    	-0.0404635 	-7.37109   	0.107127   
  2.698   	2.06908    	-0.0410608 	-7.35982   	0.106984   
  2.6992  	2.06882    	-0.0416694 	-7.34857   	0.106842   
  2.7004  	2.06856    	-0.0422896 	-7.33733   	0.106699   
  2.7016  	2.06831    	-0.0429216 	-7.32611   	0.106557   
  2.7028  	2.06805    	-0.0435657 	-7.3149    	0.106415   
  2.704   	2.0678     	-0.0442221 	-7.3037    	0.106274   
  2.7052  	2.06756    	-0.0448909 	-7.29253   	0.106132   
  2.7064  	2.06731    	-0.0455725 	-7.28136   	0.105991   
  2.7076  	2.06707    	-0.0462671 	-7.27021   	0.105851   
  2.7088  	2.06684    	-0.0469748 	-7.25908   	0.10571    
  2.71    	2.06661    	-0.047696  	-7.24796   	0.10557    
  2.7112  	2.06638    	-0.0484309 	-7.23686   	0.105429   
  2.7124  	2.06616    	-0.0491797 	-7.22577   	0.10529    
  2.7136  	2.06594    	-0.0499427 	-7.21469   	0.10515    
  2.7148  	2.06573    	-0.05072   	-7.20363   	0.105011   
  2.716   	2.06553    	-0.0515119 	-7.19259   	0.104871   
  2.7172  	2.06533    	-0.0523187 	-7.18155   	0.104733   
  2.7184  	2.06514    	-0.0531405 	-7.17054   	0.104594   
  2.7196  	2.06496    	-0.0539776 	-7.15954   	0.104456   
  2.7208  	2.06478    	-0.0548302 	-7.14855   	0.104317   
  2.722   	2.06462    	-0.0556984 	-7.13758   	0.10418    
  2.7232  	2.06446    	-0.0565827 	-7.12662   	0.104042   
  2.7244  	2.06431    	-0.057483  	-7.11567   	0.103904   
  2.7256  	2.06417    	-0.0583996 	-7.10474   	0.103767   
  2.7268  	2.06404    	-0.0593327 	-7.09383   	0.10363    
  2.728   	2.06393    	-0.0602824 	-7.08293   	0.103494   
  2.7292  	2.06382    	-0.0612489 	-7.07204   	0.103357   
  2.7304  	2.06373    	-0.0622324 	-7.06117   	0.103221   
  2.7316  	2.06365    	-0.0632329 	-7.05031   	0.103085   
  2.7328  	2.06358    	-0.0642506 	-7.03947   	0.102949   
  2.734   	2.06353    	-0.0652856 	-7.02864   	0.102814   
  2.7352  	2.0635     	-0.066338  	-7.01783   	0.102679   
  2.7364  	2.06348    	-0.0674077 	-7.00703   	0.102544   
  2.7376  	2.06347    	-0.0684949 	-6.99624   	0.102409   
  2.7388  	2.06349    	-0.0695995 	-6.98547   	0.102274   
  2.74    	2.06352    	-0.0707216 	-6.97471   	0.10214    
  2.7412  	2.06357    	-0.071861  	-6.96397   	0.102006   
  2.7424  	2.06365    	-0.0730176 	-6.95324   	0.101872   
  2.7436  	2.06374    	-0.0741915 	-6.94252   	0.101738   
  2.7448  	2.06386    	-0.0753823 	-6.93182   	0.101605   
  2.746   	2.064      	-0.0765899 	-6.92113   	0.101472   
  2.7472  	2.06416    	-0.0778141 	-6.91046   	0.101339   
  2.7484  	2.06435    	-0.0790546 	-6.8998    	0.101206   
  2.7496  	2.06457    	-0.080311  	-6.88915   	0.101074   
  2.7508  	2.06481    	-0.0815829 	-6.87852   	0.100942   
  2.752   	2.06509    	-0.08287   	-6.8679    	0.10081    
  2.7532  	2.06539    	-0.0841718 	-6.8573    	0.100678   
  2.7544  	2.06572    	-0.0854876 	-6.84671   	0.100546   
  2.7556  	2.06609    	-0.0868169 	-6.83613   	0.100415   
  2.7568  	2.06648    	-0.0881589 	-6.82557   	0.100284   
  2.758   	2.06692    	-0.089513  	-6.81502   	0.100153   
  2.7592  	2.06738    	-0.0908783 	-6.80449   	0.100023   
  2.7604  	2.06789    	-0.0922539 	-6.79397   	0.0998922  
  2.7616  	2.06843    	-0.0936388 	-6.78346   	0.0997621  
  2.7628  	2.06901    	-0.0950319 	-6.77297   	0.0996321  
  2.764   	2.06963    	-0.0964322 	-6.76249   	0.0995024  
  2.7652  	2.07029    	-0.0978384 	-6.75202   	0.0993729  
  2.7664  	2.071      	-0.0992492 	-6.74157   	0.0992437  
  2.7676  	2.07174    	-0.100663  	-6.73113   	0.0991147  
  2.7688  	2.07253    	-0.102079  	-6.7207    	0.0989858  
  2.77    	2.07337    	-0.103495  	-6.71029   	0.0988573  
  2.7712  	2.07425    	-0.104909  	-6.69989   	0.0987289  
  2.7724  	2.07518    	-0.10632   	-6.68951   	0.0986008  
  2.7736  	2.07616    	-0.107726  	-6.67914   	0.0984728  
  2.7748  	2.07719    	-0.109124  	-6.66878   	0.0983451  
  2.776   	2.07826    	-0.110514  	-6.65843   	0.0982177  
  2.7772  	2.07939    	-0.111892  	-6.6481    	0.0980904  
  2.7784  	2.08056    	-0.113257  	-6.63778   	0.0979634  
  2.7796  	2.08179    	-0.114607  	-6.62748   	0.0978366  
  2.7808  	2.08307    	-0.115938  	-6.61719   	0.09771    
  2.782   	2.08439    	-0.117249  	-6.60691   	0.0975836  
  2.7832  	2.08577    	-0.118537  	-6.59664   	0.0974574  
  2.7844  	2.0872     	-0.1198    	-6.58639   	0.0973315  
  2.7856  	2.08868    	-0.121035  	-6.57616   	0.0972058  
  2.7868  	2.09021    	-0.122239  	-6.56593   	0.0970802  
  2.788   	2.09178    	-0.12341   	-6.55572   	0.0969549  
  2.7892  	2.09341    	-0.124546  	-6.54552   	0.0968299  
  2.7904  	2.09508    	-0.125644  	-6.53533   	0.096705   
  2.7916  	2.0968     	-0.1267    	-6.52516   	0.0965804  
  2.7928  	2.09857    	-0.127713  	-6.515     	0.0964559  
  2.794   	2.10038    	-0.128681  	-6.50486   	0.0963317  
  2.7952  	2.10223    	-0.1296    	-6.49472   	0.0962077  
  2.7964  	2.10412    	-0.130468  	-6.4846    	0.0960839  
  2.7976  	2.10605    	-0.131283  	-6.4745    	0.0959603  
  2.7988  	2.10801    	-0.132043  	-6.4644    	0.0958369  
  2.8     	2.11001    	-0.132745  	-6.45432   	0.0957138  
  2.8012  	2.11204    	-0.133388  	-6.44425   	0.0955908  
  2.8024  	2.1141     	-0.13397   	-6.4342    	0.0954681  
  2.8036  	2.11618    	-0.134489  	-6.42416   	0.0953456  
  2.8048  	2.11829    	-0.134943  	-6.41413   	0.0952232  
  2.806   	2.12042    	-0.135332  	-6.40411   	0.0951011  
  2.8072  	2.12256    	-0.135654  	-6.39411   	0.0949792  
  2.8084  	2.12472    	-0.135908  	-6.38412   	0.0948575  
  2.8096  	2.12689    	-0.136093  	-6.37414   	0.094736   
  2.8108  	2.12906    	-0.136209  	-6.36417   	0.0946148  
  2.812   	2.13124    	-0.136255  	-6.35422   	0.0944937  
  2.8132  	2.13342    	-0.136232  	-6.34428   	0.0943728  
  2.8144  	2.1356     	-0.136139  	-6.33436   	0.0942522  
  2.8156  	2.13777    	-0.135976  	-6.32444   	0.0941317  
  2.8168  	2.13993    	-0.135745  	-6.31454   	0.0940115  
  2.818   	2.14208    	-0.135445  	-6.30465   	0.0938914  
  2.8192  	2.14421    	-0.135078  	-6.29477   	0.0937716  
  2.8204  	2.14633    	-0.134645  	-6.28491   	0.0936519  
  2.8216  	2.14842    	-0.134148  	-6.27506   	0.0935325  
  2.8228  	2.15049    	-0.133586  	-6.26522   	0.0934133  
  2.824   	2.15252    	-0.132963  	-6.25539   	0.0932943  
  2.8252  	2.15453    	-0.13228   	-6.24558   	0.0931754  
  2.8264  	2.15651    	-0.131539  	-6.23578   	0.0930568  
  2.8276  	2.15845    	-0.130742  	-6.22599   	0.0929384  
  2.8288  	2.16035    	-0.129891  	-6.21622   	0.0928202  
  2.83    	2.16222    	-0.128988  	-6.20645   	0.0927022  
  2.8312  	2.16404    	-0.128037  	-6.1967    	0.0925843  
  2.8324  	2.16582    	-0.127038  	-6.18696   	0.0924667  
  2.8336  	2.16756    	-0.125995  	-6.17723   	0.0923493  
  2.8348  	2.16924    	-0.124911  	-6.16752   	0.0922321  
  2.836   	2.17089    	-0.123788  	-6.15782   	0.092115   
  2.8372  	2.17248    	-0.122628  	-6.14813   	0.0919982  
  2.8384  	2.17403    	-0.121434  	-6.13845   	0.0918816  
  2.8396  	2.17552    	-0.120209  	-6.12879   	0.0917652  
  2.8408  	2.17697    	-0.118955  	-6.11913   	0.0916489  
  2.842   	2.17836    	-0.117675  	-6.10949   	0.0915329  
  2.8432  	2.1797     	-0.116371  	-6.09987   	0.091417   
  2.8444  	2.181      	-0.115046  	-6.09025   	0.0913014  
  2.8456  	2.18224    	-0.113703  	-6.08065   	0.0911859  
  2.8468  	2.18343    	-0.112343  	-6.07105   	0.0910707  
  2.848   	2.18457    	-0.110968  	-6.06147   	0.0909556  
  2.8492  	2.18566    	-0.109582  	-6.05191   	0.0908407  
  2.8504  	2.18671    	-0.108186  	-6.04235   	0.0907261  
  2.8516  	2.1877     	-0.106783  	-6.03281   	0.0906116  
  2.8528  	2.18865    	-0.105373  	-6.02328   	0.0904973  
  2.854   	2.18954    	-0.10396   	-6.01376   	0.0903832  
  2.8552  	2.1904     	-0.102544  	-6.00425   	0.0902693  
  2.8564  	2.1912     	-0.101128  	-5.99475   	0.0901556  
  2.8576  	2.19196    	-0.0997136 	-5.98527   	0.090042   
  2.8588  	2.19268    	-0.0983016 	-5.9758    	0.0899287  
  2.86    	2.19336    	-0.0968938 	-5.96634   	0.0898156  
  2.8612  	2.19399    	-0.0954914 	-5.95689   	0.0897026  
  2.8624  	2.19458    	-0.0940958 	-5.94746   	0.0895898  
  2.8636  	2.19514    	-0.092708  	-5.93803   	0.0894773  
  2.8648  	2.19566    	-0.0913293 	-5.92862   	0.0893649  
  2.866   	2.19614    	-0.0899605 	-5.91922   	0.0892527  
  2.8672  	2.19658    	-0.0886027 	-5.90983   	0.0891407  
  2.8684  	2.19699    	-0.0872566 	-5.90045   	0.0890288  
  2.8696  	2.19736    	-0.085923  	-5.89109   	0.0889172  
  2.8708  	2.19771    	-0.0846027 	-5.88174   	0.0888058  
  2.872   	2.19802    	-0.0832963 	-5.87239   	0.0886945  
  2.8732  	2.1983     	-0.0820043 	-5.86306   	0.0885834  
  2.8744  	2.19855    	-0.0807273 	-5.85375   	0.0884725  
  2.8756  	2.19878    	-0.0794657 	-5.84444   	0.0883618  
  2.8768  	2.19898    	-0.07822   	-5.83514   	0.0882513  
  2.878   	2.19915    	-0.0769904 	-5.82586   	0.0881409  
  2.8792  	2.1993     	-0.0757773 	-5.81659   	0.0880308  
  2.8804  	2.19942    	-0.074581  	-5.80733   	0.0879208  
  2.8816  	2.19952    	-0.0734015 	-5.79808   	0.087811   
  2.8828  	2.1996     	-0.0722392 	-5.78884   	0.0877014  
  2.884   	2.19966    	-0.0710941 	-5.77962   	0.087592   
  2.8852  	2.1997     	-0.0699664 	-5.7704    	0.0874827  
  2.8864  	2.19972    	-0.068856  	-5.7612    	0.0873737  
  2.8876  	2.19973    	-0.0677631 	-5.75201   	0.0872648  
  2.8888  	2.19971    	-0.0666876 	-5.74283   	0.0871561  
  2.89    	2.19968    	-0.0656296 	-5.73366   	0.0870476  
  2.8912  	2.19964    	-0.0645889 	-5.72451   	0.0869393  
  2.8924  	2.19958    	-0.0635655 	-5.71536   	0.0868311  
  2.8936  	2.1995     	-0.0625593 	-5.70623   	0.0867231  
  2.8948  	2.19941    	-0.0615703 	-5.69711   	0.0866153  
  2.896   	2.19931    	-0.0605982 	-5.68799   	0.0865077  
  2.8972  	2.1992     	-0.059643  	-5.67889   	0.0864002  
  2.8984  	2.19907    	-0.0587044 	-5.66981   	0.086293   
  2.8996  	2.19894    	-0.0577824 	-5.66073   	0.0861859  
  2.9008  	2.19879    	-0.0568768 	-5.65166   	0.086079   
  2.902   	2.19864    	-0.0559873 	-5.64261   	0.0859722  
  2.9032  	2.19847    	-0.0551138 	-5.63356   	0.0858657  
  2.9044  	2.1983     	-0.0542561 	-5.62453   	0.0857593  
  2.9056  	2.19812    	-0.0534139 	-5.61551   	0.0856531  
  2.9068  	2.19793    	-0.0525871 	-5.6065    	0.0855471  
  2.908   	2.19774    	-0.0517754 	-5.5975    	0.0854412  
  2.9092  	2.19753    	-0.0509786 	-5.58851   	0.0853355  
  2.9104  	2.19733    	-0.0501965 	-5.57954   	0.08523    
  2.9116  	2.19711    	-0.0494289 	-5.57057   	0.0851247  
  2.9128  	2.19689    	-0.0486755 	-5.56162   	0.0850195  
  2.914   	2.19667    	-0.047936  	-5.55267   	0.0849145  
  2.9152  	2.19644    	-0.0472104 	-5.54374   	0.0848097  
  2.9164  	2.1962     	-0.0464982 	-5.53482   	0.0847051  
  2.9176  	2.19597    	-0.0457993 	-5.52591   	0.0846006  
  2.9188  	2.19572    	-0.0451135 	-5.51701   	0.0844963  
  2.92    	2.19548    	-0.0444405 	-5.50812   	0.0843922  
  2.9212  	2.19523    	-0.0437801 	-5.49925   	0.0842882  
  2.9224  	2.19498    	-0.043132  	-5.49038   	0.0841845  
  2.9236  	2.19472    	-0.042496  	-5.48152   	0.0840808  
  2.9248  	2.19447    	-0.0418719 	-5.47268   	0.0839774  
  2.926   	2.19421    	-0.0412595 	-5.46385   	0.0838741  
  2.9272  	2.19394    	-0.0406586 	-5.45502   	0.083771   
  2.9284  	2.19368    	-0.0400688 	-5.44621   	0.0836681  
  2.9296  	2.19342    	-0.0394901 	-5.43741   	0.0835653  
  2.9308  	2.19315    	-0.0389222 	-5.42862   	0.0834627  
  2.932   	2.19288    	-0.0383648 	-5.41984   	0.0833603  
  2.9332  	2.19261    	-0.0378178 	-5.41107   	0.083258   
  2.9344  	2.19234    	-0.0372809 	-5.40231   	0.0831559  
  2.9356  	2.19207    	-0.036754  	-5.39356   	0.083054   
  2.9368  	2.1918     	-0.0362368 	-5.38483   	0.0829522  
  2.938   	2.19153    	-0.0357292 	-5.3761    	0.0828506  
  2.9392  	2.19126    	-0.035231  	-5.36739   	0.0827492  
  2.9404  	2.19099    	-0.0347419 	-5.35868   	0.0826479  
  2.9416  	2.19071    	-0.0342618 	-5.34999   	0.0825468  
  2.9428  	2.19044    	-0.0337906 	-5.34131   	0.0824459  
  2.944   	2.19017    	-0.0333279 	-5.33263   	0.0823451  
  2.9452  	2.1899     	-0.0328736 	-5.32397   	0.0822445  
  2.9464  	2.18963    	-0.0324277 	-5.31532   	0.0821441  
  2.9476  	2.18935    	-0.0319898 	-5.30668   	0.0820438  
  2.9488  	2.18908    	-0.0315598 	-5.29805   	0.0819437  
  2.95    	2.18881    	-0.0311376 	-5.28943   	0.0818437  
  2.9512  	2.18854    	-0.030723  	-5.28082   	0.0817439  
  2.9524  	2.18827    	-0.0303159 	-5.27222   	0.0816443  
  2.9536  	2.188      	-0.029916  	-5.26363   	0.0815448  
  2.9548  	2.18773    	-0.0295233 	-5.25505   	0.0814455  
  2.956   	2.18747    	-0.0291375 	-5.24649   	0.0813464  
  2.9572  	2.1872     	-0.0287586 	-5.23793   	0.0812474  
  2.9584  	2.18694    	-0.0283864 	-5.22938   	0.0811486  
  2.9596  	2.18667    	-0.0280208 	-5.22085   	0.0810499  
  2.9608  	2.18641    	-0.0276615 	-5.21232   	0.0809514  
  2.962   	2.18615    	-0.0273086 	-5.2038    	0.0808531  
  2.9632  	2.18588    	-0.0269619 	-5.1953    	0.0807549  
  2.9644  	2.18562    	-0.0266211 	-5.1868    	0.0806568  
  2.9656  	2.18537    	-0.0262863 	-5.17832   	0.080559   
  2.9668  	2.18511    	-0.0259572 	-5.16985   	0.0804613  
  2.968   	2.18485    	-0.0256339 	-5.16138   	0.0803637  
  2.9692  	2.1846     	-0.0253161 	-5.15293   	0.0802663  
  2.9704  	2.18434    	-0.0250037 	-5.14448   	0.0801691  
  2.9716  	2.18409    	-0.0246966 	-5.13605   	0.080072   
  2.9728  	2.18384    	-0.0243947 	-5.12763   	0.0799751  
  2.974   	2.18359    	-0.024098  	-5.11922   	0.0798783  
  2.9752  	2.18334    	-0.0238063 	-5.11081   	0.0797817  
  2.9764  	2.18309    	-0.0235194 	-5.10242   	0.0796853  
  2.9776  	2.18285    	-0.0232374 	-5.09404   	0.079589   
  2.9788  	2.1826     	-0.02296   	-5.08567   	0.0794928  
  2.98    	2.18236    	-0.0226873 	-5.0773    	0.0793968  
  2.9812  	2.18212    	-0.0224191 	-5.06895   	0.079301   
  2.9824  	2.18188    	-0.0221553 	-5.06061   	0.0792053  
  2.9836  	2.18164    	-0.0218958 	-5.05228   	0.0791098  
  2.9848  	2.1814     	-0.0216406 	-5.04396   	0.0790144  
  2.986   	2.18117    	-0.0213896 	-5.03564   	0.0789192  
  2.9872  	2.18093    	-0.0211426 	-5.02734   	0.0788241  
  2.9884  	2.1807     	-0.0208996 	-5.01905   	0.0787292  
  2.9896  	2.18047    	-0.0206606 	-5.01077   	0.0786344  
  2.9908  	2.18024    	-0.0204254 	-5.0025    	0.0785398  
  2.992   	2.18001    	-0.0201939 	-4.99423   	0.0784454  
  2.9932  	2.17979    	-0.0199661 	-4.98598   	0.0783511  
  2.9944  	2.17956    	-0.019742  	-4.97774   	0.0782569  
  2.9956  	2.17934    	-0.0195214 	-4.96951   	0.0781629  
  2.9968  	2.17911    	-0.0193042 	-4.96129   	0.0780691  
  2.998   	2.17889    	-0.0190905 	-4.95307   	0.0779753  
  2.9992  	2.17868    	-0.0188801 	-4.94487   	0.0778818  
  3.0004  	2.17846    	-0.018673  	-4.93668   	0.0777884  
  3.0016  	2.17824    	-0.0184691 	-4.9285    	0.0776951  
  3.0028  	2.17803    	-0.0182684 	-4.92032   	0.077602   
  3.004   	2.17781    	-0.0180707 	-4.91216   	0.0775091  
  3.0052  	2.1776     	-0.0178761 	-4.90401   	0.0774163  
  3.0064  	2.17739    	-0.0176845 	-4.89586   	0.0773236  
  3.0076  	2.17718    	-0.0174957 	-4.88773   	0.0772311  
  3.0088  	2.17698    	-0.0173099 	-4.8796    	0.0771387  
  3.01    	2.17677    	-0.0171268 	-4.87149   	0.0770465  
  3.0112  	2.17657    	-0.0169465 	-4.86338   	0.0769544  
  3.0124  	2.17636    	-0.0167689 	-4.85529   	0.0768625  
  3.0136  	2.17616    	-0.0165939 	-4.8472    	0.0767707  
  3.0148  	2.17596    	-0.0164215 	-4.83913   	0.0766791  
  3.016   	2.17576    	-0.0162517 	-4.83106   	0.0765876  
  3.0172  	2.17556    	-0.0160844 	-4.82301   	0.0764963  
  3.0184  	2.17537    	-0.0159196 	-4.81496   	0.0764051  
  3.0196  	2.17517    	-0.0157571 	-4.80692   	0.076314   
  3.0208  	2.17498    	-0.015597  	-4.79889   	0.0762231  
  3.022   	2.17479    	-0.0154393 	-4.79087   	0.0761323  
  3.0232  	2.1746     	-0.0152838 	-4.78287   	0.0760417  
  3.0244  	2.17441    	-0.0151306 	-4.77487   	0.0759513  
  3.0256  	2.17422    	-0.0149796 	-4.76688   	0.0758609  
  3.0268  	2.17404    	-0.0148307 	-4.7589    	0.0757707  
  3.028   	2.17385    	-0.0146839 	-4.75093   	0.0756807  
  3.0292  	2.17367    	-0.0145393 	-4.74297   	0.0755908  
  3.0304  	2.17349    	-0.0143966 	-4.73501   	0.075501   
  3.0316  	2.1733     	-0.014256  	-4.72707   	0.0754114  
  3.0328  	2.17312    	-0.0141174 	-4.71914   	0.0753219  
  3.034   	2.17295    	-0.0139807 	-4.71121   	0.0752326  
  3.0352  	2.17277    	-0.0138458 	-4.7033    	0.0751434  
  3.0364  	2.17259    	-0.0137129 	-4.6954    	0.0750544  
  3.0376  	2.17242    	-0.0135818 	-4.6875    	0.0749654  
  3.0388  	2.17224    	-0.0134525 	-4.67961   	0.0748767  
  3.04    	2.17207    	-0.013325  	-4.67174   	0.074788   
  3.0412  	2.1719     	-0.0131992 	-4.66387   	0.0746995  
  3.0424  	2.17173    	-0.0130751 	-4.65601   	0.0746112  
  3.0436  	2.17156    	-0.0129527 	-4.64816   	0.074523   
  3.0448  	2.1714     	-0.012832  	-4.64032   	0.0744349  
  3.046   	2.17123    	-0.0127128 	-4.63249   	0.074347   
  3.0472  	2.17107    	-0.0125953 	-4.62467   	0.0742592  
  3.0484  	2.1709     	-0.0124793 	-4.61686   	0.0741715  
  3.0496  	2.17074    	-0.0123649 	-4.60906   	0.074084   
  3.0508  	2.17058    	-0.012252  	-4.60127   	0.0739966  
  3.052   	2.17042    	-0.0121406 	-4.59348   	0.0739094  
  3.0532  	2.17026    	-0.0120306 	-4.58571   	0.0738223  
  3.0544  	2.1701     	-0.0119221 	-4.57794   	0.0737353  
  3.0556  	2.16994    	-0.011815  	-4.57018   	0.0736485  
  3.0568  	2.16979    	-0.0117093 	-4.56244   	0.0735618  
  3.058   	2.16963    	-0.011605  	-4.5547    	0.0734752  
  3.0592  	2.16948    	-0.011502  	-4.54697   	0.0733888  
  3.0604  	2.16933    	-0.0114003 	-4.53925   	0.0733025  
  3.0616  	2.16918    	-0.0113    	-4.53154   	0.0732163  
  3.0628  	2.16903    	-0.0112009 	-4.52384   	0.0731303  
  3.064   	2.16888    	-0.0111031 	-4.51614   	0.0730444  
  3.0652  	2.16873    	-0.0110065 	-4.50846   	0.0729587  
  3.0664  	2.16858    	-0.0109111 	-4.50078   	0.072873   
  3.0676  	2.16844    	-0.0108169 	-4.49312   	0.0727876  
  3.0688  	2.16829    	-0.0107239 	-4.48546   	0.0727022  
  3.07    	2.16815    	-0.0106321 	-4.47781   	0.072617   
  3.0712  	2.168      	-0.0105414 	-4.47017   	0.0725319  
  3.0724  	2.16786    	-0.0104519 	-4.46254   	0.072447   
  3.0736  	2.16772    	-0.0103634 	-4.45492   	0.0723621  
  3.0748  	2.16758    	-0.010276  	-4.44731   	0.0722774  
  3.076   	2.16744    	-0.0101897 	-4.43971   	0.0721929  
  3.0772  	2.1673     	-0.0101045 	-4.43211   	0.0721085  
  3.0784  	2.16717    	-0.0100203 	-4.42453   	0.0720242  
  3.0796  	2.16703    	-0.00993709	-4.41695   	0.07194    
  3.0808  	2.16689    	-0.00985491	-4.40938   	0.071856   
  3.082   	2.16676    	-0.00977371	-4.40182   	0.0717721  
  3.0832  	2.16663    	-0.00969349	-4.39427   	0.0716883  
  3.0844  	2.16649    	-0.00961423	-4.38673   	0.0716047  
  3.0856  	2.16636    	-0.00953591	-4.3792    	0.0715212  
  3.0868  	2.16623    	-0.00945853	-4.37168   	0.0714378  
  3.088   	2.1661     	-0.00938205	-4.36416   	0.0713546  
  3.0892  	2.16597    	-0.00930648	-4.35666   	0.0712714  
  3.0904  	2.16584    	-0.0092318 	-4.34916   	0.0711885  
  3.0916  	2.16572    	-0.00915799	-4.34167   	0.0711056  
  3.0928  	2.16559    	-0.00908504	-4.33419   	0.0710229  
  3.094   	2.16546    	-0.00901294	-4.32672   	0.0709403  
  3.0952  	2.16534    	-0.00894167	-4.31926   	0.0708578  
  3.0964  	2.16522    	-0.00887122	-4.3118    	0.0707754  
  3.0976  	2.16509    	-0.00880159	-4.30436   	0.0706932  
  3.0988  	2.16497    	-0.00873275	-4.29692   	0.0706111  
  3.1     	2.16485    	-0.0086647 	-4.28949   	0.0705292  
  3.1012  	2.16473    	-0.00859743	-4.28207   	0.0704473  
  3.1024  	2.16461    	-0.00853092	-4.27466   	0.0703656  
  3.1036  	2.16449    	-0.00846516	-4.26726   	0.070284   
  3.1048  	2.16437    	-0.00840014	-4.25987   	0.0702026  
  3.106   	2.16425    	-0.00833585	-4.25248   	0.0701212  
  3.1072  	2.16414    	-0.00827228	-4.2451    	0.07004    
  3.1084  	2.16402    	-0.00820942	-4.23774   	0.0699589  
  3.1096  	2.16391    	-0.00814726	-4.23038   	0.069878   
  3.1108  	2.16379    	-0.00808578	-4.22303   	0.0697972  
  3.112   	2.16368    	-0.00802499	-4.21568   	0.0697164  
  3.1132  	2.16357    	-0.00796486	-4.20835   	0.0696359  
  3.1144  	2.16345    	-0.0079054 	-4.20102   	0.0695554  
  3.1156  	2.16334    	-0.00784658	-4.19371   	0.0694751  
  3.1168  	2.16323    	-0.00778841	-4.1864    	0.0693949  
  3.118   	2.16312    	-0.00773086	-4.1791    	0.0693148  
  3.1192  	2.16301    	-0.00767394	-4.17181   	0.0692348  
  3.1204  	2.1629     	-0.00761763	-4.16452   	0.069155   
  3.1216  	2.1628     	-0.00756193	-4.15725   	0.0690752  
  3.1228  	2.16269    	-0.00750683	-4.14998   	0.0689956  
  3.124   	2.16258    	-0.00745231	-4.14272   	0.0689162  
  3.1252  	2.16248    	-0.00739838	-4.13547   	0.0688368  
  3.1264  	2.16237    	-0.00734501	-4.12823   	0.0687576  
  3.1276  	2.16227    	-0.00729221	-4.121     	0.0686785  
  3.1288  	2.16216    	-0.00723997	-4.11377   	0.0685995  
  3.13    	2.16206    	-0.00718828	-4.10656   	0.0685206  
  3.1312  	2.16196    	-0.00713713	-4.09935   	0.0684419  
  3.1324  	2.16185    	-0.00708651	-4.09215   	0.0683632  
  3.1336  	2.16175    	-0.00703642	-4.08496   	0.0682847  
  3.1348  	2.16165    	-0.00698685	-4.07778   	0.0682064  
  3.136   	2.16155    	-0.00693779	-4.0706    	0.0681281  
  3.1372  	2.16145    	-0.00688924	-4.06343   	0.0680499  
  3.1384  	2.16135    	-0.00684119	-4.05627   	0.0679719  
  3.1396  	2.16126    	-0.00679362	-4.04912   	0.067894   
  3.1408  	2.16116    	-0.00674655	-4.04198   	0.0678162  
  3.142   	2.16106    	-0.00669995	-4.03485   	0.0677386  
  3.1432  	2.16097    	-0.00665383	-4.02772   	0.067661   
  3.1444  	2.16087    	-0.00660817	-4.0206    	0.0675836  
  3.1456  	2.16077    	-0.00656298	-4.01349   	0.0675063  
  3.1468  	2.16068    	-0.00651824	-4.00639   	0.0674291  
  3.148   	2.16059    	-0.00647394	-3.9993    	0.067352   
  3.1492  	2.16049    	-0.00643009	-3.99221   	0.067275   
  3.1504  	2.1604     	-0.00638668	-3.98514   	0.0671982  
  3.1516  	2.16031    	-0.00634369	-3.97807   	0.0671214  
  3.1528  	2.16022    	-0.00630114	-3.97101   	0.0670448  
  3.154   	2.16012    	-0.006259  	-3.96395   	0.0669683  
  3.1552  	2.16003    	-0.00621728	-3.95691   	0.066892   
  3.1564  	2.15994    	-0.00617596	-3.94987   	0.0668157  
  3.1576  	2.15985    	-0.00613505	-3.94284   	0.0667396  
  3.1588  	2.15977    	-0.00609454	-3.93582   	0.0666635  
  3.16    	2.15968    	-0.00605442	-3.92881   	0.0665876  
  3.1612  	2.15959    	-0.0060147 	-3.9218    	0.0665118  
  3.1624  	2.1595     	-0.00597535	-3.91481   	0.0664361  
  3.1636  	2.15941    	-0.00593639	-3.90782   	0.0663606  
  3.1648  	2.15933    	-0.00589779	-3.90084   	0.0662851  
  3.166   	2.15924    	-0.00585957	-3.89386   	0.0662098  
  3.1672  	2.15916    	-0.00582172	-3.8869    	0.0661345  
  3.1684  	2.15907    	-0.00578422	-3.87994   	0.0660594  
  3.1696  	2.15899    	-0.00574708	-3.87299   	0.0659844  
  3.1708  	2.1589     	-0.00571029	-3.86605   	0.0659095  
  3.172   	2.15882    	-0.00567385	-3.85912   	0.0658348  
  3.1732  	2.15874    	-0.00563775	-3.85219   	0.0657601  
  3.1744  	2.15865    	-0.00560198	-3.84527   	0.0656856  
  3.1756  	2.15857    	-0.00556656	-3.83836   	0.0656111  
  3.1768  	2.15849    	-0.00553146	-3.83146   	0.0655368  
  3.178   	2.15841    	-0.00549669	-3.82457   	0.0654626  
  3.1792  	2.15833    	-0.00546224	-3.81768   	0.0653885  
  3.1804  	2.15825    	-0.00542811	-3.8108    	0.0653145  
  3.1816  	2.15817    	-0.0053943 	-3.80393   	0.0652406  
  3.1828  	2.15809    	-0.00536079	-3.79707   	0.0651669  
