  2.3     	-0      	1       	-0      	-0      	-0      	1.76359 	-0.560144	0       	-0.519074
  2.30024 	-0      	1       	-0      	-0      	-0      	1.76355 	-0.559855	0       	-0.51883
  2.30048 	-0      	1       	-0      	-0      	-0      	1.76351 	-0.559566	0       	-0.518585
  2.30072 	-0      	1       	-0      	-0      	-0      	1.76347 	-0.559277	0       	-0.518341
  2.30096 	-0      	1       	-0      	-0      	-0      	1.76343 	-0.558988	0       	-0.518096
  2.3012  	-0      	1       	-0      	-0      	-0      	1.7634  	-0.558699	0       	-0.517852
  2.30144 	-0      	1       	-0      	-0      	-0      	1.76336 	-0.55841	0       	-0.517607
  2.30168 	-0      	1       	-0      	-0      	-0      	1.76332 	-0.558122	0       	-0.517363
  2.30192 	-0      	1       	-0      	-0      	-0      	1.76328 	-0.557833	0       	-0.517118
  2.30216 	-0      	1       	-0      	-0      	-0      	1.76324 	-0.557544	0       	-0.516874
  2.3024  	-0      	1       	-0      	-0      	-0      	1.76321 	-0.557255	0       	-0.516629
  2.30264 	-0      	1       	-0      	-0      	-0      	1.76317 	-0.556967	0       	-0.516385
  2.30288 	-0      	1       	-0      	-0      	-0      	1.76313 	-0.556678	0       	-0.51614
  2.30312 	-0      	1       	-0      	-0      	-0      	1.76309 	-0.556389	0       	-0.515896
  2.30336 	-0      	1       	-0      	-0      	-0      	1.76306 	-0.556101	0       	-0.515651
  2.3036  	-0      	1       	-0      	-0      	-0      	1.76302 	-0.555812	0       	-0.515407
  2.30384 	-0      	1       	-0      	-0      	-0      	1.76298 	-0.555524	0       	-0.515162
  2.30408 	-0      	1       	-0      	-0      	-0      	1.76294 	-0.555235	0       	-0.514918
  2.30432 	-0      	1       	-0      	-0      	-0      	1.7629  	-0.554947	0       	-0.514673
  2.30456 	-0      	1       	-0      	-0      	-0      	1.76287 	-0.554658	0       	-0.514428
  2.3048  	-0      	1       	-0      	-0      	-0      	1.76283 	-0.55437	0       	-0.514184
  2.30504 	-0      	1       	-0      	-0      	-0      	1.76279 	-0.554081	0       	-0.513939
  2.30528 	-0      	1       	-0      	-0      	-0      	1.76275 	-0.553793	0       	-0.513695
  2.30552 	-0      	1       	-0      	-0      	-0      	1.76272 	-0.553505	0       	-0.51345
  2.30576 	-0      	1       	-0      	-0      	-0      	1.76268 	-0.553216	0       	-0.513206
  2.306   	-0      	1       	-0      	-0      	-0      	1.76264 	-0.552928	0       	-0.512961
  2.30624 	-0      	1       	-0      	-0      	-0      	1.7626  	-0.55264	0       	-0.512716
  2.30648 	-0      	1       	-0      	-0      	-0      	1.76257 	-0.552352	0       	-0.512472
  2.30672 	-0      	1       	-0      	-0      	-0      	1.76253 	-0.552064	0       	-0.512227
  2.30696 	-0      	1       	-0      	-0      	-0      	1.76249 	-0.551775	0       	-0.511983
