# * STATIC * 
#
# file generated by ** cup.H ** 
#
# PARAMETERS: 
# G = 0.114758
# a drude model was used for silver
# ------------- 
# ome (eV)	real(alph)	imag(alph)
#
  2.4424  	-3.25179   	0.160292   
  2.44252 	-3.24979   	0.160148   
  2.44264 	-3.2478    	0.160003   
  2.44276 	-3.2458    	0.159859   
  2.44288 	-3.24381   	0.159715   
  2.443   	-3.24182   	0.159571   
  2.44312 	-3.23983   	0.159427   
  2.44324 	-3.23784   	0.159284   
  2.44336 	-3.23586   	0.15914    
  2.44348 	-3.23388   	0.158997   
  2.4436  	-3.2319    	0.158854   
  2.44372 	-3.22992   	0.158711   
  2.44384 	-3.22794   	0.158569   
  2.44396 	-3.22597   	0.158426   
  2.44408 	-3.224     	0.158284   
  2.4442  	-3.22203   	0.158142   
  2.44432 	-3.22006   	0.158      
  2.44444 	-3.21809   	0.157858   
  2.44456 	-3.21613   	0.157716   
  2.44468 	-3.21417   	0.157575   
  2.4448  	-3.21221   	0.157434   
  2.44492 	-3.21025   	0.157293   
  2.44504 	-3.2083    	0.157152   
  2.44516 	-3.20635   	0.157011   
  2.44528 	-3.20439   	0.15687    
  2.4454  	-3.20245   	0.15673    
  2.44552 	-3.2005    	0.15659    
  2.44564 	-3.19855   	0.15645    
  2.44576 	-3.19661   	0.15631    
  2.44588 	-3.19467   	0.15617    
  2.446   	-3.19273   	0.15603    
  2.44612 	-3.1908    	0.155891   
  2.44624 	-3.18886   	0.155752   
  2.44636 	-3.18693   	0.155613   
  2.44648 	-3.185     	0.155474   
  2.4466  	-3.18307   	0.155335   
  2.44672 	-3.18114   	0.155197   
  2.44684 	-3.17922   	0.155058   
  2.44696 	-3.1773    	0.15492    
  2.44708 	-3.17538   	0.154782   
  2.4472  	-3.17346   	0.154644   
  2.44732 	-3.17154   	0.154506   
  2.44744 	-3.16963   	0.154369   
  2.44756 	-3.16772   	0.154232   
  2.44768 	-3.16581   	0.154094   
  2.4478  	-3.1639    	0.153957   
  2.44792 	-3.16199   	0.153821   
  2.44804 	-3.16009   	0.153684   
  2.44816 	-3.15819   	0.153547   
  2.44828 	-3.15629   	0.153411   
  2.4484  	-3.15439   	0.153275   
  2.44852 	-3.15249   	0.153139   
  2.44864 	-3.1506    	0.153003   
  2.44876 	-3.1487    	0.152867   
  2.44888 	-3.14681   	0.152732   
  2.449   	-3.14493   	0.152596   
  2.44912 	-3.14304   	0.152461   
  2.44924 	-3.14115   	0.152326   
  2.44936 	-3.13927   	0.152191   
  2.44948 	-3.13739   	0.152057   
  2.4496  	-3.13551   	0.151922   
  2.44972 	-3.13364   	0.151788   
  2.44984 	-3.13176   	0.151653   
  2.44996 	-3.12989   	0.151519   
  2.45008 	-3.12802   	0.151385   
  2.4502  	-3.12615   	0.151252   
  2.45032 	-3.12428   	0.151118   
  2.45044 	-3.12242   	0.150985   
  2.45056 	-3.12055   	0.150852   
  2.45068 	-3.11869   	0.150718   
  2.4508  	-3.11683   	0.150586   
  2.45092 	-3.11498   	0.150453   
  2.45104 	-3.11312   	0.15032    
  2.45116 	-3.11127   	0.150188   
  2.45128 	-3.10942   	0.150056   
  2.4514  	-3.10757   	0.149923   
  2.45152 	-3.10572   	0.149791   
  2.45164 	-3.10387   	0.14966    
  2.45176 	-3.10203   	0.149528   
  2.45188 	-3.10019   	0.149397   
  2.452   	-3.09835   	0.149265   
  2.45212 	-3.09651   	0.149134   
  2.45224 	-3.09467   	0.149003   
  2.45236 	-3.09284   	0.148872   
  2.45248 	-3.091     	0.148742   
  2.4526  	-3.08917   	0.148611   
  2.45272 	-3.08734   	0.148481   
  2.45284 	-3.08552   	0.148351   
  2.45296 	-3.08369   	0.14822    
  2.45308 	-3.08187   	0.148091   
  2.4532  	-3.08005   	0.147961   
  2.45332 	-3.07823   	0.147831   
  2.45344 	-3.07641   	0.147702   
  2.45356 	-3.07459   	0.147573   
  2.45368 	-3.07278   	0.147443   
  2.4538  	-3.07097   	0.147315   
  2.45392 	-3.06916   	0.147186   
  2.45404 	-3.06735   	0.147057   
  2.45416 	-3.06554   	0.146929   
  2.45428 	-3.06374   	0.1468     
  2.4544  	-3.06194   	0.146672   
  2.45452 	-3.06013   	0.146544   
  2.45464 	-3.05834   	0.146416   
  2.45476 	-3.05654   	0.146289   
  2.45488 	-3.05474   	0.146161   
  2.455   	-3.05295   	0.146034   
  2.45512 	-3.05116   	0.145906   
  2.45524 	-3.04937   	0.145779   
  2.45536 	-3.04758   	0.145652   
  2.45548 	-3.04579   	0.145525   
  2.4556  	-3.04401   	0.145399   
  2.45572 	-3.04222   	0.145272   
  2.45584 	-3.04044   	0.145146   
  2.45596 	-3.03866   	0.14502    
  2.45608 	-3.03689   	0.144894   
  2.4562  	-3.03511   	0.144768   
  2.45632 	-3.03334   	0.144642   
  2.45644 	-3.03156   	0.144517   
  2.45656 	-3.02979   	0.144391   
  2.45668 	-3.02803   	0.144266   
  2.4568  	-3.02626   	0.144141   
  2.45692 	-3.02449   	0.144016   
  2.45704 	-3.02273   	0.143891   
  2.45716 	-3.02097   	0.143766   
  2.45728 	-3.01921   	0.143642   
  2.4574  	-3.01745   	0.143517   
  2.45752 	-3.01569   	0.143393   
  2.45764 	-3.01394   	0.143269   
  2.45776 	-3.01219   	0.143145   
  2.45788 	-3.01044   	0.143021   
  2.458   	-3.00869   	0.142898   
  2.45812 	-3.00694   	0.142774   
  2.45824 	-3.00519   	0.142651   
  2.45836 	-3.00345   	0.142528   
  2.45848 	-3.00171   	0.142405   
  2.4586  	-2.99997   	0.142282   
  2.45872 	-2.99823   	0.142159   
  2.45884 	-2.99649   	0.142036   
  2.45896 	-2.99476   	0.141914   
  2.45908 	-2.99302   	0.141792   
  2.4592  	-2.99129   	0.141669   
  2.45932 	-2.98956   	0.141547   
  2.45944 	-2.98783   	0.141426   
  2.45956 	-2.98611   	0.141304   
  2.45968 	-2.98438   	0.141182   
  2.4598  	-2.98266   	0.141061   
  2.45992 	-2.98094   	0.14094    
  2.46004 	-2.97922   	0.140818   
  2.46016 	-2.9775    	0.140697   
  2.46028 	-2.97578   	0.140577   
  2.4604  	-2.97407   	0.140456   
  2.46052 	-2.97236   	0.140335   
  2.46064 	-2.97065   	0.140215   
  2.46076 	-2.96894   	0.140095   
  2.46088 	-2.96723   	0.139974   
  2.461   	-2.96552   	0.139854   
  2.46112 	-2.96382   	0.139735   
  2.46124 	-2.96212   	0.139615   
  2.46136 	-2.96041   	0.139495   
  2.46148 	-2.95871   	0.139376   
  2.4616  	-2.95702   	0.139257   
  2.46172 	-2.95532   	0.139137   
  2.46184 	-2.95363   	0.139018   
  2.46196 	-2.95193   	0.1389     
  2.46208 	-2.95024   	0.138781   
  2.4622  	-2.94855   	0.138662   
  2.46232 	-2.94687   	0.138544   
  2.46244 	-2.94518   	0.138426   
  2.46256 	-2.9435    	0.138307   
  2.46268 	-2.94181   	0.138189   
  2.4628  	-2.94013   	0.138072   
  2.46292 	-2.93845   	0.137954   
  2.46304 	-2.93677   	0.137836   
  2.46316 	-2.9351    	0.137719   
  2.46328 	-2.93342   	0.137601   
  2.4634  	-2.93175   	0.137484   
  2.46352 	-2.93008   	0.137367   
  2.46364 	-2.92841   	0.13725    
  2.46376 	-2.92674   	0.137134   
  2.46388 	-2.92508   	0.137017   
  2.464   	-2.92341   	0.1369     
  2.46412 	-2.92175   	0.136784   
  2.46424 	-2.92009   	0.136668   
  2.46436 	-2.91843   	0.136552   
  2.46448 	-2.91677   	0.136436   
  2.4646  	-2.91511   	0.13632    
  2.46472 	-2.91346   	0.136204   
  2.46484 	-2.9118    	0.136089   
  2.46496 	-2.91015   	0.135974   
  2.46508 	-2.9085    	0.135858   
  2.4652  	-2.90685   	0.135743   
  2.46532 	-2.90521   	0.135628   
  2.46544 	-2.90356   	0.135513   
  2.46556 	-2.90192   	0.135399   
  2.46568 	-2.90028   	0.135284   
  2.4658  	-2.89864   	0.13517    
  2.46592 	-2.897     	0.135055   
  2.46604 	-2.89536   	0.134941   
  2.46616 	-2.89372   	0.134827   
  2.46628 	-2.89209   	0.134713   
  2.4664  	-2.89046   	0.134599   
  2.46652 	-2.88883   	0.134486   
  2.46664 	-2.8872    	0.134372   
  2.46676 	-2.88557   	0.134259   
  2.46688 	-2.88394   	0.134146   
  2.467   	-2.88232   	0.134033   
  2.46712 	-2.8807    	0.13392    
  2.46724 	-2.87907   	0.133807   
  2.46736 	-2.87745   	0.133694   
  2.46748 	-2.87584   	0.133582   
  2.4676  	-2.87422   	0.133469   
  2.46772 	-2.8726    	0.133357   
  2.46784 	-2.87099   	0.133245   
  2.46796 	-2.86938   	0.133133   
  2.46808 	-2.86777   	0.133021   
  2.4682  	-2.86616   	0.132909   
  2.46832 	-2.86455   	0.132797   
  2.46844 	-2.86294   	0.132686   
  2.46856 	-2.86134   	0.132574   
  2.46868 	-2.85974   	0.132463   
  2.4688  	-2.85814   	0.132352   
  2.46892 	-2.85654   	0.132241   
  2.46904 	-2.85494   	0.13213    
  2.46916 	-2.85334   	0.132019   
  2.46928 	-2.85175   	0.131909   
  2.4694  	-2.85015   	0.131798   
  2.46952 	-2.84856   	0.131688   
  2.46964 	-2.84697   	0.131578   
  2.46976 	-2.84538   	0.131468   
  2.46988 	-2.84379   	0.131358   
  2.47    	-2.84221   	0.131248   
  2.47012 	-2.84062   	0.131138   
  2.47024 	-2.83904   	0.131029   
  2.47036 	-2.83746   	0.130919   
  2.47048 	-2.83588   	0.13081    
  2.4706  	-2.8343    	0.130701   
  2.47072 	-2.83272   	0.130592   
  2.47084 	-2.83114   	0.130483   
  2.47096 	-2.82957   	0.130374   
  2.47108 	-2.828     	0.130265   
  2.4712  	-2.82643   	0.130157   
  2.47132 	-2.82486   	0.130048   
  2.47144 	-2.82329   	0.12994    
  2.47156 	-2.82172   	0.129832   
  2.47168 	-2.82016   	0.129724   
  2.4718  	-2.81859   	0.129616   
  2.47192 	-2.81703   	0.129508   
  2.47204 	-2.81547   	0.1294     
  2.47216 	-2.81391   	0.129293   
  2.47228 	-2.81235   	0.129186   
  2.4724  	-2.8108    	0.129078   
  2.47252 	-2.80924   	0.128971   
  2.47264 	-2.80769   	0.128864   
  2.47276 	-2.80614   	0.128757   
  2.47288 	-2.80459   	0.12865    
  2.473   	-2.80304   	0.128544   
  2.47312 	-2.80149   	0.128437   
  2.47324 	-2.79995   	0.128331   
  2.47336 	-2.7984    	0.128224   
  2.47348 	-2.79686   	0.128118   
  2.4736  	-2.79532   	0.128012   
  2.47372 	-2.79378   	0.127906   
  2.47384 	-2.79224   	0.1278     
  2.47396 	-2.7907    	0.127695   
  2.47408 	-2.78916   	0.127589   
  2.4742  	-2.78763   	0.127484   
  2.47432 	-2.7861    	0.127378   
  2.47444 	-2.78457   	0.127273   
  2.47456 	-2.78304   	0.127168   
  2.47468 	-2.78151   	0.127063   
  2.4748  	-2.77998   	0.126958   
  2.47492 	-2.77845   	0.126854   
  2.47504 	-2.77693   	0.126749   
  2.47516 	-2.77541   	0.126645   
  2.47528 	-2.77388   	0.12654    
  2.4754  	-2.77236   	0.126436   
  2.47552 	-2.77085   	0.126332   
  2.47564 	-2.76933   	0.126228   
  2.47576 	-2.76781   	0.126124   
  2.47588 	-2.7663    	0.12602    
  2.476   	-2.76479   	0.125917   
  2.47612 	-2.76327   	0.125813   
  2.47624 	-2.76176   	0.12571    
  2.47636 	-2.76025   	0.125607   
  2.47648 	-2.75875   	0.125503   
  2.4766  	-2.75724   	0.1254     
  2.47672 	-2.75574   	0.125298   
  2.47684 	-2.75423   	0.125195   
  2.47696 	-2.75273   	0.125092   
  2.47708 	-2.75123   	0.12499    
  2.4772  	-2.74973   	0.124887   
  2.47732 	-2.74824   	0.124785   
  2.47744 	-2.74674   	0.124683   
  2.47756 	-2.74524   	0.124581   
  2.47768 	-2.74375   	0.124479   
  2.4778  	-2.74226   	0.124377   
  2.47792 	-2.74077   	0.124275   
  2.47804 	-2.73928   	0.124173   
  2.47816 	-2.73779   	0.124072   
  2.47828 	-2.7363    	0.123971   
  2.4784  	-2.73482   	0.123869   
  2.47852 	-2.73334   	0.123768   
  2.47864 	-2.73185   	0.123667   
  2.47876 	-2.73037   	0.123566   
  2.47888 	-2.72889   	0.123465   
  2.479   	-2.72741   	0.123365   
  2.47912 	-2.72594   	0.123264   
  2.47924 	-2.72446   	0.123164   
  2.47936 	-2.72299   	0.123063   
  2.47948 	-2.72151   	0.122963   
  2.4796  	-2.72004   	0.122863   
  2.47972 	-2.71857   	0.122763   
  2.47984 	-2.7171    	0.122663   
  2.47996 	-2.71564   	0.122563   
  2.48008 	-2.71417   	0.122464   
  2.4802  	-2.71271   	0.122364   
  2.48032 	-2.71124   	0.122265   
  2.48044 	-2.70978   	0.122166   
  2.48056 	-2.70832   	0.122066   
  2.48068 	-2.70686   	0.121967   
  2.4808  	-2.7054    	0.121868   
  2.48092 	-2.70394   	0.121769   
  2.48104 	-2.70249   	0.121671   
  2.48116 	-2.70104   	0.121572   
  2.48128 	-2.69958   	0.121474   
  2.4814  	-2.69813   	0.121375   
  2.48152 	-2.69668   	0.121277   
  2.48164 	-2.69523   	0.121179   
  2.48176 	-2.69378   	0.121081   
  2.48188 	-2.69234   	0.120983   
  2.482   	-2.69089   	0.120885   
  2.48212 	-2.68945   	0.120787   
  2.48224 	-2.68801   	0.12069    
  2.48236 	-2.68657   	0.120592   
  2.48248 	-2.68513   	0.120495   
  2.4826  	-2.68369   	0.120397   
  2.48272 	-2.68225   	0.1203     
  2.48284 	-2.68082   	0.120203   
  2.48296 	-2.67938   	0.120106   
  2.48308 	-2.67795   	0.120009   
  2.4832  	-2.67652   	0.119913   
  2.48332 	-2.67509   	0.119816   
  2.48344 	-2.67366   	0.119719   
  2.48356 	-2.67223   	0.119623   
  2.48368 	-2.6708    	0.119527   
  2.4838  	-2.66938   	0.119431   
  2.48392 	-2.66795   	0.119335   
  2.48404 	-2.66653   	0.119239   
  2.48416 	-2.66511   	0.119143   
  2.48428 	-2.66369   	0.119047   
  2.4844  	-2.66227   	0.118951   
  2.48452 	-2.66085   	0.118856   
  2.48464 	-2.65944   	0.11876    
  2.48476 	-2.65802   	0.118665   
  2.48488 	-2.65661   	0.11857    
  2.485   	-2.6552    	0.118475   
  2.48512 	-2.65379   	0.11838    
  2.48524 	-2.65238   	0.118285   
  2.48536 	-2.65097   	0.11819    
  2.48548 	-2.64956   	0.118095   
  2.4856  	-2.64815   	0.118001   
  2.48572 	-2.64675   	0.117906   
  2.48584 	-2.64535   	0.117812   
  2.48596 	-2.64394   	0.117718   
  2.48608 	-2.64254   	0.117624   
  2.4862  	-2.64114   	0.11753    
  2.48632 	-2.63974   	0.117436   
  2.48644 	-2.63835   	0.117342   
  2.48656 	-2.63695   	0.117248   
  2.48668 	-2.63556   	0.117155   
  2.4868  	-2.63416   	0.117061   
  2.48692 	-2.63277   	0.116968   
  2.48704 	-2.63138   	0.116874   
  2.48716 	-2.62999   	0.116781   
  2.48728 	-2.6286    	0.116688   
  2.4874  	-2.62721   	0.116595   
  2.48752 	-2.62583   	0.116502   
  2.48764 	-2.62444   	0.11641    
  2.48776 	-2.62306   	0.116317   
  2.48788 	-2.62168   	0.116224   
  2.488   	-2.6203    	0.116132   
  2.48812 	-2.61892   	0.11604    
  2.48824 	-2.61754   	0.115947   
  2.48836 	-2.61616   	0.115855   
  2.48848 	-2.61478   	0.115763   
  2.4886  	-2.61341   	0.115671   
  2.48872 	-2.61203   	0.115579   
  2.48884 	-2.61066   	0.115488   
  2.48896 	-2.60929   	0.115396   
  2.48908 	-2.60792   	0.115305   
  2.4892  	-2.60655   	0.115213   
  2.48932 	-2.60518   	0.115122   
  2.48944 	-2.60382   	0.115031   
  2.48956 	-2.60245   	0.11494    
  2.48968 	-2.60109   	0.114849   
  2.4898  	-2.59973   	0.114758   
  2.48992 	-2.59836   	0.114667   
  2.49004 	-2.597     	0.114576   
  2.49016 	-2.59564   	0.114486   
  2.49028 	-2.59429   	0.114395   
  2.4904  	-2.59293   	0.114305   
  2.49052 	-2.59157   	0.114214   
  2.49064 	-2.59022   	0.114124   
  2.49076 	-2.58887   	0.114034   
  2.49088 	-2.58751   	0.113944   
  2.491   	-2.58616   	0.113854   
  2.49112 	-2.58481   	0.113764   
  2.49124 	-2.58347   	0.113675   
  2.49136 	-2.58212   	0.113585   
  2.49148 	-2.58077   	0.113496   
  2.4916  	-2.57943   	0.113406   
  2.49172 	-2.57808   	0.113317   
  2.49184 	-2.57674   	0.113228   
  2.49196 	-2.5754    	0.113139   
  2.49208 	-2.57406   	0.11305    
  2.4922  	-2.57272   	0.112961   
  2.49232 	-2.57138   	0.112872   
  2.49244 	-2.57005   	0.112783   
  2.49256 	-2.56871   	0.112695   
  2.49268 	-2.56738   	0.112606   
  2.4928  	-2.56604   	0.112518   
  2.49292 	-2.56471   	0.11243    
  2.49304 	-2.56338   	0.112341   
  2.49316 	-2.56205   	0.112253   
  2.49328 	-2.56072   	0.112165   
  2.4934  	-2.55939   	0.112077   
  2.49352 	-2.55807   	0.11199    
  2.49364 	-2.55674   	0.111902   
  2.49376 	-2.55542   	0.111814   
  2.49388 	-2.5541    	0.111727   
  2.494   	-2.55278   	0.111639   
  2.49412 	-2.55146   	0.111552   
  2.49424 	-2.55014   	0.111465   
  2.49436 	-2.54882   	0.111378   
  2.49448 	-2.5475    	0.111291   
  2.4946  	-2.54619   	0.111204   
  2.49472 	-2.54487   	0.111117   
  2.49484 	-2.54356   	0.11103    
  2.49496 	-2.54224   	0.110943   
  2.49508 	-2.54093   	0.110857   
  2.4952  	-2.53962   	0.11077    
  2.49532 	-2.53831   	0.110684   
  2.49544 	-2.53701   	0.110598   
  2.49556 	-2.5357    	0.110512   
  2.49568 	-2.53439   	0.110426   
  2.4958  	-2.53309   	0.11034    
  2.49592 	-2.53179   	0.110254   
  2.49604 	-2.53049   	0.110168   
  2.49616 	-2.52918   	0.110082   
  2.49628 	-2.52788   	0.109997   
  2.4964  	-2.52659   	0.109911   
  2.49652 	-2.52529   	0.109826   
  2.49664 	-2.52399   	0.10974    
  2.49676 	-2.5227    	0.109655   
  2.49688 	-2.5214    	0.10957    
  2.497   	-2.52011   	0.109485   
  2.49712 	-2.51882   	0.1094     
  2.49724 	-2.51753   	0.109315   
  2.49736 	-2.51624   	0.109231   
  2.49748 	-2.51495   	0.109146   
  2.4976  	-2.51366   	0.109061   
  2.49772 	-2.51237   	0.108977   
  2.49784 	-2.51109   	0.108892   
  2.49796 	-2.5098    	0.108808   
  2.49808 	-2.50852   	0.108724   
  2.4982  	-2.50724   	0.10864    
  2.49832 	-2.50596   	0.108556   
  2.49844 	-2.50468   	0.108472   
  2.49856 	-2.5034    	0.108388   
  2.49868 	-2.50212   	0.108304   
  2.4988  	-2.50084   	0.108221   
  2.49892 	-2.49957   	0.108137   
  2.49904 	-2.49829   	0.108054   
  2.49916 	-2.49702   	0.10797    
  2.49928 	-2.49575   	0.107887   
  2.4994  	-2.49448   	0.107804   
  2.49952 	-2.49321   	0.107721   
  2.49964 	-2.49194   	0.107638   
  2.49976 	-2.49067   	0.107555   
  2.49988 	-2.4894    	0.107472   
  2.5     	-2.48814   	0.107389   
  2.50012 	-2.48687   	0.107307   
  2.50024 	-2.48561   	0.107224   
  2.50036 	-2.48435   	0.107142   
  2.50048 	-2.48309   	0.107059   
  2.5006  	-2.48183   	0.106977   
  2.50072 	-2.48057   	0.106895   
  2.50084 	-2.47931   	0.106813   
  2.50096 	-2.47805   	0.106731   
  2.50108 	-2.4768    	0.106649   
  2.5012  	-2.47554   	0.106567   
  2.50132 	-2.47429   	0.106485   
  2.50144 	-2.47303   	0.106404   
  2.50156 	-2.47178   	0.106322   
  2.50168 	-2.47053   	0.106241   
  2.5018  	-2.46928   	0.106159   
  2.50192 	-2.46803   	0.106078   
  2.50204 	-2.46679   	0.105997   
  2.50216 	-2.46554   	0.105916   
  2.50228 	-2.46429   	0.105835   
  2.5024  	-2.46305   	0.105754   
  2.50252 	-2.46181   	0.105673   
  2.50264 	-2.46057   	0.105592   
  2.50276 	-2.45932   	0.105512   
  2.50288 	-2.45808   	0.105431   
  2.503   	-2.45684   	0.10535    
  2.50312 	-2.45561   	0.10527    
  2.50324 	-2.45437   	0.10519    
  2.50336 	-2.45313   	0.10511    
  2.50348 	-2.4519    	0.105029   
  2.5036  	-2.45067   	0.104949   
  2.50372 	-2.44943   	0.104869   
  2.50384 	-2.4482    	0.104789   
  2.50396 	-2.44697   	0.10471    
  2.50408 	-2.44574   	0.10463    
  2.5042  	-2.44451   	0.10455    
  2.50432 	-2.44328   	0.104471   
  2.50444 	-2.44206   	0.104391   
  2.50456 	-2.44083   	0.104312   
  2.50468 	-2.43961   	0.104233   
  2.5048  	-2.43838   	0.104153   
  2.50492 	-2.43716   	0.104074   
  2.50504 	-2.43594   	0.103995   
  2.50516 	-2.43472   	0.103916   
  2.50528 	-2.4335    	0.103838   
  2.5054  	-2.43228   	0.103759   
  2.50552 	-2.43106   	0.10368    
  2.50564 	-2.42985   	0.103602   
  2.50576 	-2.42863   	0.103523   
  2.50588 	-2.42742   	0.103445   
  2.506   	-2.42621   	0.103366   
  2.50612 	-2.42499   	0.103288   
  2.50624 	-2.42378   	0.10321    
  2.50636 	-2.42257   	0.103132   
  2.50648 	-2.42136   	0.103054   
  2.5066  	-2.42015   	0.102976   
  2.50672 	-2.41895   	0.102898   
  2.50684 	-2.41774   	0.10282    
  2.50696 	-2.41654   	0.102743   
  2.50708 	-2.41533   	0.102665   
  2.5072  	-2.41413   	0.102588   
  2.50732 	-2.41293   	0.10251    
  2.50744 	-2.41172   	0.102433   
  2.50756 	-2.41052   	0.102356   
  2.50768 	-2.40933   	0.102278   
  2.5078  	-2.40813   	0.102201   
  2.50792 	-2.40693   	0.102124   
  2.50804 	-2.40573   	0.102047   
  2.50816 	-2.40454   	0.101971   
  2.50828 	-2.40334   	0.101894   
  2.5084  	-2.40215   	0.101817   
  2.50852 	-2.40096   	0.101741   
  2.50864 	-2.39977   	0.101664   
  2.50876 	-2.39858   	0.101588   
  2.50888 	-2.39739   	0.101511   
  2.509   	-2.3962    	0.101435   
  2.50912 	-2.39501   	0.101359   
  2.50924 	-2.39383   	0.101283   
  2.50936 	-2.39264   	0.101207   
  2.50948 	-2.39146   	0.101131   
  2.5096  	-2.39027   	0.101055   
  2.50972 	-2.38909   	0.100979   
  2.50984 	-2.38791   	0.100903   
  2.50996 	-2.38673   	0.100828   
  2.51008 	-2.38555   	0.100752   
  2.5102  	-2.38437   	0.100677   
  2.51032 	-2.38319   	0.100602   
  2.51044 	-2.38202   	0.100526   
  2.51056 	-2.38084   	0.100451   
  2.51068 	-2.37967   	0.100376   
  2.5108  	-2.37849   	0.100301   
  2.51092 	-2.37732   	0.100226   
  2.51104 	-2.37615   	0.100151   
  2.51116 	-2.37498   	0.100076   
  2.51128 	-2.37381   	0.100002   
  2.5114  	-2.37264   	0.0999269  
  2.51152 	-2.37147   	0.0998523  
  2.51164 	-2.3703    	0.0997779  
  2.51176 	-2.36914   	0.0997035  
  2.51188 	-2.36797   	0.0996291  
  2.512   	-2.36681   	0.0995549  
  2.51212 	-2.36565   	0.0994807  
  2.51224 	-2.36448   	0.0994066  
  2.51236 	-2.36332   	0.0993326  
  2.51248 	-2.36216   	0.0992587  
  2.5126  	-2.361     	0.0991849  
  2.51272 	-2.35984   	0.0991111  
  2.51284 	-2.35869   	0.0990374  
  2.51296 	-2.35753   	0.0989638  
  2.51308 	-2.35637   	0.0988903  
  2.5132  	-2.35522   	0.0988168  
  2.51332 	-2.35407   	0.0987434  
  2.51344 	-2.35291   	0.0986701  
  2.51356 	-2.35176   	0.0985969  
  2.51368 	-2.35061   	0.0985238  
  2.5138  	-2.34946   	0.0984507  
  2.51392 	-2.34831   	0.0983777  
  2.51404 	-2.34716   	0.0983048  
  2.51416 	-2.34602   	0.098232   
  2.51428 	-2.34487   	0.0981592  
  2.5144  	-2.34373   	0.0980865  
  2.51452 	-2.34258   	0.0980139  
  2.51464 	-2.34144   	0.0979414  
  2.51476 	-2.3403    	0.0978689  
  2.51488 	-2.33915   	0.0977966  
  2.515   	-2.33801   	0.0977243  
  2.51512 	-2.33687   	0.0976521  
  2.51524 	-2.33574   	0.0975799  
  2.51536 	-2.3346    	0.0975079  
  2.51548 	-2.33346   	0.0974359  
  2.5156  	-2.33233   	0.097364   
  2.51572 	-2.33119   	0.0972921  
  2.51584 	-2.33006   	0.0972204  
  2.51596 	-2.32892   	0.0971487  
  2.51608 	-2.32779   	0.0970771  
  2.5162  	-2.32666   	0.0970055  
  2.51632 	-2.32553   	0.0969341  
  2.51644 	-2.3244    	0.0968627  
  2.51656 	-2.32327   	0.0967914  
  2.51668 	-2.32214   	0.0967201  
  2.5168  	-2.32102   	0.096649   
  2.51692 	-2.31989   	0.0965779  
  2.51704 	-2.31877   	0.0965069  
  2.51716 	-2.31764   	0.096436   
  2.51728 	-2.31652   	0.0963651  
  2.5174  	-2.3154    	0.0962943  
  2.51752 	-2.31427   	0.0962236  
  2.51764 	-2.31315   	0.096153   
  2.51776 	-2.31203   	0.0960824  
  2.51788 	-2.31092   	0.0960119  
  2.518   	-2.3098    	0.0959415  
  2.51812 	-2.30868   	0.0958712  
  2.51824 	-2.30756   	0.0958009  
  2.51836 	-2.30645   	0.0957307  
  2.51848 	-2.30534   	0.0956606  
  2.5186  	-2.30422   	0.0955906  
  2.51872 	-2.30311   	0.0955206  
  2.51884 	-2.302     	0.0954507  
  2.51896 	-2.30089   	0.0953809  
  2.51908 	-2.29978   	0.0953111  
  2.5192  	-2.29867   	0.0952415  
  2.51932 	-2.29756   	0.0951719  
  2.51944 	-2.29645   	0.0951023  
  2.51956 	-2.29535   	0.0950329  
  2.51968 	-2.29424   	0.0949635  
  2.5198  	-2.29314   	0.0948942  
  2.51992 	-2.29203   	0.094825   
  2.52004 	-2.29093   	0.0947558  
  2.52016 	-2.28983   	0.0946867  
  2.52028 	-2.28873   	0.0946177  
  2.5204  	-2.28763   	0.0945487  
  2.52052 	-2.28653   	0.0944798  
  2.52064 	-2.28543   	0.094411   
  2.52076 	-2.28433   	0.0943423  
  2.52088 	-2.28324   	0.0942736  
  2.521   	-2.28214   	0.0942051  
  2.52112 	-2.28105   	0.0941365  
  2.52124 	-2.27995   	0.0940681  
  2.52136 	-2.27886   	0.0939997  
  2.52148 	-2.27777   	0.0939314  
  2.5216  	-2.27668   	0.0938632  
  2.52172 	-2.27559   	0.093795   
  2.52184 	-2.2745    	0.0937269  
  2.52196 	-2.27341   	0.0936589  
  2.52208 	-2.27232   	0.093591   
  2.5222  	-2.27123   	0.0935231  
  2.52232 	-2.27015   	0.0934553  
  2.52244 	-2.26906   	0.0933876  
  2.52256 	-2.26798   	0.0933199  
  2.52268 	-2.26689   	0.0932523  
  2.5228  	-2.26581   	0.0931848  
  2.52292 	-2.26473   	0.0931173  
  2.52304 	-2.26365   	0.0930499  
  2.52316 	-2.26257   	0.0929826  
  2.52328 	-2.26149   	0.0929154  
  2.5234  	-2.26041   	0.0928482  
  2.52352 	-2.25933   	0.0927811  
  2.52364 	-2.25826   	0.0927141  
  2.52376 	-2.25718   	0.0926471  
  2.52388 	-2.25611   	0.0925802  
  2.524   	-2.25503   	0.0925134  
  2.52412 	-2.25396   	0.0924466  
  2.52424 	-2.25289   	0.0923799  
  2.52436 	-2.25181   	0.0923133  
  2.52448 	-2.25074   	0.0922468  
  2.5246  	-2.24967   	0.0921803  
  2.52472 	-2.2486    	0.0921139  
  2.52484 	-2.24754   	0.0920475  
  2.52496 	-2.24647   	0.0919813  
  2.52508 	-2.2454    	0.0919151  
  2.5252  	-2.24434   	0.0918489  
  2.52532 	-2.24327   	0.0917829  
