# * STATIC * 
#
# file generated by ** cup.H ** 
#
# PARAMETERS: 
# G = 0.114758
# a drude model was used for silver
# ------------- 
# ome (eV)	real(alph)	imag(alph)
#
  3.21844 	-0.358016  	0.00970388 
  3.21856 	-0.357912  	0.00970191 
  3.21868 	-0.357808  	0.00969994 
  3.2188  	-0.357704  	0.00969797 
  3.21892 	-0.3576    	0.009696   
  3.21904 	-0.357496  	0.00969404 
  3.21916 	-0.357392  	0.00969207 
  3.21928 	-0.357288  	0.00969011 
  3.2194  	-0.357184  	0.00968815 
  3.21952 	-0.35708   	0.00968618 
  3.21964 	-0.356977  	0.00968422 
  3.21976 	-0.356873  	0.00968226 
  3.21988 	-0.356769  	0.0096803  
  3.22    	-0.356665  	0.00967834 
  3.22012 	-0.356562  	0.00967638 
  3.22024 	-0.356458  	0.00967443 
  3.22036 	-0.356354  	0.00967247 
  3.22048 	-0.35625   	0.00967052 
  3.2206  	-0.356147  	0.00966856 
  3.22072 	-0.356043  	0.00966661 
  3.22084 	-0.35594   	0.00966466 
  3.22096 	-0.355836  	0.0096627  
  3.22108 	-0.355732  	0.00966075 
  3.2212  	-0.355629  	0.0096588  
  3.22132 	-0.355525  	0.00965685 
  3.22144 	-0.355422  	0.0096549  
  3.22156 	-0.355318  	0.00965296 
  3.22168 	-0.355215  	0.00965101 
  3.2218  	-0.355111  	0.00964907 
  3.22192 	-0.355008  	0.00964712 
  3.22204 	-0.354905  	0.00964518 
  3.22216 	-0.354801  	0.00964323 
  3.22228 	-0.354698  	0.00964129 
  3.2224  	-0.354595  	0.00963935 
  3.22252 	-0.354491  	0.00963741 
  3.22264 	-0.354388  	0.00963547 
  3.22276 	-0.354285  	0.00963353 
  3.22288 	-0.354181  	0.00963159 
  3.223   	-0.354078  	0.00962966 
  3.22312 	-0.353975  	0.00962772 
  3.22324 	-0.353872  	0.00962579 
  3.22336 	-0.353769  	0.00962385 
  3.22348 	-0.353666  	0.00962192 
  3.2236  	-0.353562  	0.00961998 
  3.22372 	-0.353459  	0.00961805 
  3.22384 	-0.353356  	0.00961612 
  3.22396 	-0.353253  	0.00961419 
  3.22408 	-0.35315   	0.00961226 
  3.2242  	-0.353047  	0.00961034 
  3.22432 	-0.352944  	0.00960841 
  3.22444 	-0.352841  	0.00960648 
  3.22456 	-0.352738  	0.00960456 
  3.22468 	-0.352635  	0.00960263 
  3.2248  	-0.352532  	0.00960071 
  3.22492 	-0.352429  	0.00959878 
  3.22504 	-0.352327  	0.00959686 
  3.22516 	-0.352224  	0.00959494 
  3.22528 	-0.352121  	0.00959302 
  3.2254  	-0.352018  	0.0095911  
  3.22552 	-0.351915  	0.00958918 
  3.22564 	-0.351813  	0.00958726 
  3.22576 	-0.35171   	0.00958535 
  3.22588 	-0.351607  	0.00958343 
  3.226   	-0.351504  	0.00958152 
  3.22612 	-0.351402  	0.0095796  
  3.22624 	-0.351299  	0.00957769 
  3.22636 	-0.351196  	0.00957578 
  3.22648 	-0.351094  	0.00957386 
  3.2266  	-0.350991  	0.00957195 
  3.22672 	-0.350889  	0.00957004 
  3.22684 	-0.350786  	0.00956813 
  3.22696 	-0.350684  	0.00956623 
  3.22708 	-0.350581  	0.00956432 
  3.2272  	-0.350479  	0.00956241 
  3.22732 	-0.350376  	0.00956051 
  3.22744 	-0.350274  	0.0095586  
  3.22756 	-0.350171  	0.0095567  
  3.22768 	-0.350069  	0.00955479 
  3.2278  	-0.349966  	0.00955289 
  3.22792 	-0.349864  	0.00955099 
  3.22804 	-0.349762  	0.00954909 
  3.22816 	-0.349659  	0.00954719 
  3.22828 	-0.349557  	0.00954529 
  3.2284  	-0.349455  	0.00954339 
  3.22852 	-0.349352  	0.0095415  
  3.22864 	-0.34925   	0.0095396  
  3.22876 	-0.349148  	0.00953771 
  3.22888 	-0.349046  	0.00953581 
  3.229   	-0.348944  	0.00953392 
  3.22912 	-0.348841  	0.00953202 
  3.22924 	-0.348739  	0.00953013 
  3.22936 	-0.348637  	0.00952824 
  3.22948 	-0.348535  	0.00952635 
  3.2296  	-0.348433  	0.00952446 
  3.22972 	-0.348331  	0.00952257 
  3.22984 	-0.348229  	0.00952069 
  3.22996 	-0.348127  	0.0095188  
  3.23008 	-0.348025  	0.00951691 
  3.2302  	-0.347923  	0.00951503 
  3.23032 	-0.347821  	0.00951314 
  3.23044 	-0.347719  	0.00951126 
  3.23056 	-0.347617  	0.00950938 
  3.23068 	-0.347515  	0.0095075  
  3.2308  	-0.347413  	0.00950562 
  3.23092 	-0.347311  	0.00950374 
  3.23104 	-0.347209  	0.00950186 
  3.23116 	-0.347108  	0.00949998 
  3.23128 	-0.347006  	0.0094981  
  3.2314  	-0.346904  	0.00949622 
  3.23152 	-0.346802  	0.00949435 
  3.23164 	-0.346701  	0.00949247 
  3.23176 	-0.346599  	0.0094906  
  3.23188 	-0.346497  	0.00948873 
  3.232   	-0.346396  	0.00948685 
  3.23212 	-0.346294  	0.00948498 
  3.23224 	-0.346192  	0.00948311 
  3.23236 	-0.346091  	0.00948124 
  3.23248 	-0.345989  	0.00947937 
  3.2326  	-0.345887  	0.00947751 
  3.23272 	-0.345786  	0.00947564 
  3.23284 	-0.345684  	0.00947377 
  3.23296 	-0.345583  	0.00947191 
  3.23308 	-0.345481  	0.00947004 
  3.2332  	-0.34538   	0.00946818 
  3.23332 	-0.345278  	0.00946632 
  3.23344 	-0.345177  	0.00946445 
  3.23356 	-0.345076  	0.00946259 
  3.23368 	-0.344974  	0.00946073 
  3.2338  	-0.344873  	0.00945887 
  3.23392 	-0.344771  	0.00945701 
  3.23404 	-0.34467   	0.00945516 
  3.23416 	-0.344569  	0.0094533  
  3.23428 	-0.344468  	0.00945144 
  3.2344  	-0.344366  	0.00944959 
  3.23452 	-0.344265  	0.00944773 
  3.23464 	-0.344164  	0.00944588 
  3.23476 	-0.344063  	0.00944403 
  3.23488 	-0.343961  	0.00944217 
  3.235   	-0.34386   	0.00944032 
  3.23512 	-0.343759  	0.00943847 
  3.23524 	-0.343658  	0.00943662 
  3.23536 	-0.343557  	0.00943478 
  3.23548 	-0.343456  	0.00943293 
  3.2356  	-0.343355  	0.00943108 
  3.23572 	-0.343254  	0.00942924 
  3.23584 	-0.343153  	0.00942739 
  3.23596 	-0.343052  	0.00942555 
  3.23608 	-0.342951  	0.0094237  
  3.2362  	-0.34285   	0.00942186 
  3.23632 	-0.342749  	0.00942002 
  3.23644 	-0.342648  	0.00941818 
  3.23656 	-0.342547  	0.00941634 
  3.23668 	-0.342446  	0.0094145  
  3.2368  	-0.342345  	0.00941266 
  3.23692 	-0.342244  	0.00941082 
  3.23704 	-0.342143  	0.00940898 
  3.23716 	-0.342043  	0.00940715 
  3.23728 	-0.341942  	0.00940531 
  3.2374  	-0.341841  	0.00940348 
  3.23752 	-0.34174   	0.00940165 
  3.23764 	-0.341639  	0.00939981 
  3.23776 	-0.341539  	0.00939798 
  3.23788 	-0.341438  	0.00939615 
  3.238   	-0.341337  	0.00939432 
  3.23812 	-0.341237  	0.00939249 
  3.23824 	-0.341136  	0.00939066 
  3.23836 	-0.341036  	0.00938884 
  3.23848 	-0.340935  	0.00938701 
  3.2386  	-0.340834  	0.00938518 
  3.23872 	-0.340734  	0.00938336 
  3.23884 	-0.340633  	0.00938153 
  3.23896 	-0.340533  	0.00937971 
  3.23908 	-0.340432  	0.00937789 
  3.2392  	-0.340332  	0.00937607 
  3.23932 	-0.340231  	0.00937424 
  3.23944 	-0.340131  	0.00937242 
  3.23956 	-0.34003   	0.00937061 
  3.23968 	-0.33993   	0.00936879 
  3.2398  	-0.33983   	0.00936697 
  3.23992 	-0.339729  	0.00936515 
  3.24004 	-0.339629  	0.00936334 
  3.24016 	-0.339529  	0.00936152 
  3.24028 	-0.339428  	0.00935971 
  3.2404  	-0.339328  	0.00935789 
  3.24052 	-0.339228  	0.00935608 
  3.24064 	-0.339128  	0.00935427 
  3.24076 	-0.339027  	0.00935246 
  3.24088 	-0.338927  	0.00935065 
  3.241   	-0.338827  	0.00934884 
  3.24112 	-0.338727  	0.00934703 
  3.24124 	-0.338627  	0.00934522 
  3.24136 	-0.338527  	0.00934342 
  3.24148 	-0.338427  	0.00934161 
  3.2416  	-0.338326  	0.00933981 
  3.24172 	-0.338226  	0.009338   
  3.24184 	-0.338126  	0.0093362  
  3.24196 	-0.338026  	0.0093344  
  3.24208 	-0.337926  	0.00933259 
  3.2422  	-0.337826  	0.00933079 
  3.24232 	-0.337726  	0.00932899 
  3.24244 	-0.337626  	0.00932719 
  3.24256 	-0.337527  	0.0093254  
  3.24268 	-0.337427  	0.0093236  
  3.2428  	-0.337327  	0.0093218  
  3.24292 	-0.337227  	0.00932    
  3.24304 	-0.337127  	0.00931821 
  3.24316 	-0.337027  	0.00931642 
  3.24328 	-0.336927  	0.00931462 
  3.2434  	-0.336828  	0.00931283 
  3.24352 	-0.336728  	0.00931104 
  3.24364 	-0.336628  	0.00930925 
  3.24376 	-0.336528  	0.00930746 
  3.24388 	-0.336429  	0.00930567 
  3.244   	-0.336329  	0.00930388 
  3.24412 	-0.336229  	0.00930209 
  3.24424 	-0.33613   	0.0093003  
  3.24436 	-0.33603   	0.00929852 
  3.24448 	-0.33593   	0.00929673 
  3.2446  	-0.335831  	0.00929495 
  3.24472 	-0.335731  	0.00929316 
  3.24484 	-0.335632  	0.00929138 
  3.24496 	-0.335532  	0.0092896  
  3.24508 	-0.335433  	0.00928782 
  3.2452  	-0.335333  	0.00928604 
  3.24532 	-0.335234  	0.00928426 
  3.24544 	-0.335134  	0.00928248 
  3.24556 	-0.335035  	0.0092807  
  3.24568 	-0.334935  	0.00927892 
  3.2458  	-0.334836  	0.00927715 
  3.24592 	-0.334737  	0.00927537 
  3.24604 	-0.334637  	0.0092736  
  3.24616 	-0.334538  	0.00927182 
  3.24628 	-0.334439  	0.00927005 
  3.2464  	-0.334339  	0.00926828 
  3.24652 	-0.33424   	0.00926651 
  3.24664 	-0.334141  	0.00926474 
  3.24676 	-0.334041  	0.00926297 
  3.24688 	-0.333942  	0.0092612  
  3.247   	-0.333843  	0.00925943 
  3.24712 	-0.333744  	0.00925766 
  3.24724 	-0.333645  	0.0092559  
  3.24736 	-0.333545  	0.00925413 
  3.24748 	-0.333446  	0.00925237 
  3.2476  	-0.333347  	0.0092506  
  3.24772 	-0.333248  	0.00924884 
  3.24784 	-0.333149  	0.00924708 
  3.24796 	-0.33305   	0.00924532 
  3.24808 	-0.332951  	0.00924355 
  3.2482  	-0.332852  	0.00924179 
  3.24832 	-0.332753  	0.00924004 
  3.24844 	-0.332654  	0.00923828 
  3.24856 	-0.332555  	0.00923652 
  3.24868 	-0.332456  	0.00923476 
  3.2488  	-0.332357  	0.00923301 
  3.24892 	-0.332258  	0.00923125 
  3.24904 	-0.332159  	0.0092295  
  3.24916 	-0.332061  	0.00922774 
  3.24928 	-0.331962  	0.00922599 
  3.2494  	-0.331863  	0.00922424 
  3.24952 	-0.331764  	0.00922249 
  3.24964 	-0.331665  	0.00922074 
  3.24976 	-0.331566  	0.00921899 
  3.24988 	-0.331468  	0.00921724 
  3.25    	-0.331369  	0.00921549 
  3.25012 	-0.33127   	0.00921375 
  3.25024 	-0.331172  	0.009212   
  3.25036 	-0.331073  	0.00921025 
  3.25048 	-0.330974  	0.00920851 
  3.2506  	-0.330876  	0.00920677 
  3.25072 	-0.330777  	0.00920502 
  3.25084 	-0.330678  	0.00920328 
  3.25096 	-0.33058   	0.00920154 
  3.25108 	-0.330481  	0.0091998  
  3.2512  	-0.330383  	0.00919806 
  3.25132 	-0.330284  	0.00919632 
  3.25144 	-0.330186  	0.00919458 
  3.25156 	-0.330087  	0.00919285 
  3.25168 	-0.329989  	0.00919111 
  3.2518  	-0.32989   	0.00918937 
  3.25192 	-0.329792  	0.00918764 
  3.25204 	-0.329693  	0.00918591 
  3.25216 	-0.329595  	0.00918417 
  3.25228 	-0.329497  	0.00918244 
  3.2524  	-0.329398  	0.00918071 
  3.25252 	-0.3293    	0.00917898 
  3.25264 	-0.329202  	0.00917725 
  3.25276 	-0.329103  	0.00917552 
  3.25288 	-0.329005  	0.00917379 
  3.253   	-0.328907  	0.00917206 
  3.25312 	-0.328809  	0.00917034 
  3.25324 	-0.32871   	0.00916861 
  3.25336 	-0.328612  	0.00916688 
  3.25348 	-0.328514  	0.00916516 
  3.2536  	-0.328416  	0.00916344 
  3.25372 	-0.328318  	0.00916171 
  3.25384 	-0.32822   	0.00915999 
  3.25396 	-0.328121  	0.00915827 
  3.25408 	-0.328023  	0.00915655 
  3.2542  	-0.327925  	0.00915483 
  3.25432 	-0.327827  	0.00915311 
  3.25444 	-0.327729  	0.00915139 
  3.25456 	-0.327631  	0.00914968 
  3.25468 	-0.327533  	0.00914796 
  3.2548  	-0.327435  	0.00914624 
  3.25492 	-0.327337  	0.00914453 
  3.25504 	-0.327239  	0.00914282 
  3.25516 	-0.327141  	0.0091411  
  3.25528 	-0.327044  	0.00913939 
  3.2554  	-0.326946  	0.00913768 
  3.25552 	-0.326848  	0.00913597 
  3.25564 	-0.32675   	0.00913426 
  3.25576 	-0.326652  	0.00913255 
  3.25588 	-0.326554  	0.00913084 
  3.256   	-0.326456  	0.00912913 
  3.25612 	-0.326359  	0.00912743 
  3.25624 	-0.326261  	0.00912572 
  3.25636 	-0.326163  	0.00912402 
  3.25648 	-0.326065  	0.00912231 
  3.2566  	-0.325968  	0.00912061 
  3.25672 	-0.32587   	0.0091189  
  3.25684 	-0.325772  	0.0091172  
  3.25696 	-0.325675  	0.0091155  
  3.25708 	-0.325577  	0.0091138  
  3.2572  	-0.32548   	0.0091121  
  3.25732 	-0.325382  	0.0091104  
  3.25744 	-0.325284  	0.0091087  
  3.25756 	-0.325187  	0.00910701 
  3.25768 	-0.325089  	0.00910531 
  3.2578  	-0.324992  	0.00910362 
  3.25792 	-0.324894  	0.00910192 
  3.25804 	-0.324797  	0.00910023 
  3.25816 	-0.324699  	0.00909853 
  3.25828 	-0.324602  	0.00909684 
  3.2584  	-0.324504  	0.00909515 
  3.25852 	-0.324407  	0.00909346 
  3.25864 	-0.32431   	0.00909177 
  3.25876 	-0.324212  	0.00909008 
  3.25888 	-0.324115  	0.00908839 
  3.259   	-0.324018  	0.0090867  
  3.25912 	-0.32392   	0.00908502 
  3.25924 	-0.323823  	0.00908333 
  3.25936 	-0.323726  	0.00908164 
  3.25948 	-0.323628  	0.00907996 
  3.2596  	-0.323531  	0.00907828 
  3.25972 	-0.323434  	0.00907659 
  3.25984 	-0.323337  	0.00907491 
  3.25996 	-0.32324   	0.00907323 
  3.26008 	-0.323142  	0.00907155 
  3.2602  	-0.323045  	0.00906987 
  3.26032 	-0.322948  	0.00906819 
  3.26044 	-0.322851  	0.00906651 
  3.26056 	-0.322754  	0.00906483 
  3.26068 	-0.322657  	0.00906316 
  3.2608  	-0.32256   	0.00906148 
  3.26092 	-0.322463  	0.00905981 
  3.26104 	-0.322366  	0.00905813 
  3.26116 	-0.322269  	0.00905646 
  3.26128 	-0.322172  	0.00905479 
  3.2614  	-0.322075  	0.00905311 
  3.26152 	-0.321978  	0.00905144 
  3.26164 	-0.321881  	0.00904977 
  3.26176 	-0.321784  	0.0090481  
  3.26188 	-0.321687  	0.00904644 
  3.262   	-0.32159   	0.00904477 
  3.26212 	-0.321493  	0.0090431  
  3.26224 	-0.321397  	0.00904143 
  3.26236 	-0.3213    	0.00903977 
  3.26248 	-0.321203  	0.0090381  
  3.2626  	-0.321106  	0.00903644 
  3.26272 	-0.321009  	0.00903478 
  3.26284 	-0.320913  	0.00903311 
  3.26296 	-0.320816  	0.00903145 
  3.26308 	-0.320719  	0.00902979 
  3.2632  	-0.320622  	0.00902813 
  3.26332 	-0.320526  	0.00902647 
  3.26344 	-0.320429  	0.00902481 
  3.26356 	-0.320332  	0.00902315 
  3.26368 	-0.320236  	0.0090215  
  3.2638  	-0.320139  	0.00901984 
  3.26392 	-0.320043  	0.00901819 
  3.26404 	-0.319946  	0.00901653 
  3.26416 	-0.31985   	0.00901488 
  3.26428 	-0.319753  	0.00901322 
  3.2644  	-0.319656  	0.00901157 
  3.26452 	-0.31956   	0.00900992 
  3.26464 	-0.319463  	0.00900827 
  3.26476 	-0.319367  	0.00900662 
  3.26488 	-0.319271  	0.00900497 
  3.265   	-0.319174  	0.00900332 
  3.26512 	-0.319078  	0.00900167 
  3.26524 	-0.318981  	0.00900003 
  3.26536 	-0.318885  	0.00899838 
  3.26548 	-0.318789  	0.00899674 
  3.2656  	-0.318692  	0.00899509 
  3.26572 	-0.318596  	0.00899345 
  3.26584 	-0.3185    	0.00899181 
  3.26596 	-0.318403  	0.00899016 
  3.26608 	-0.318307  	0.00898852 
  3.2662  	-0.318211  	0.00898688 
  3.26632 	-0.318115  	0.00898524 
  3.26644 	-0.318018  	0.0089836  
  3.26656 	-0.317922  	0.00898196 
  3.26668 	-0.317826  	0.00898033 
  3.2668  	-0.31773   	0.00897869 
  3.26692 	-0.317634  	0.00897705 
  3.26704 	-0.317538  	0.00897542 
  3.26716 	-0.317441  	0.00897378 
  3.26728 	-0.317345  	0.00897215 
  3.2674  	-0.317249  	0.00897052 
  3.26752 	-0.317153  	0.00896889 
  3.26764 	-0.317057  	0.00896725 
  3.26776 	-0.316961  	0.00896562 
  3.26788 	-0.316865  	0.00896399 
  3.268   	-0.316769  	0.00896236 
  3.26812 	-0.316673  	0.00896074 
  3.26824 	-0.316577  	0.00895911 
  3.26836 	-0.316481  	0.00895748 
  3.26848 	-0.316385  	0.00895586 
  3.2686  	-0.31629   	0.00895423 
  3.26872 	-0.316194  	0.00895261 
  3.26884 	-0.316098  	0.00895098 
  3.26896 	-0.316002  	0.00894936 
  3.26908 	-0.315906  	0.00894774 
  3.2692  	-0.31581   	0.00894612 
  3.26932 	-0.315715  	0.0089445  
  3.26944 	-0.315619  	0.00894288 
  3.26956 	-0.315523  	0.00894126 
  3.26968 	-0.315427  	0.00893964 
  3.2698  	-0.315332  	0.00893802 
  3.26992 	-0.315236  	0.00893641 
  3.27004 	-0.31514   	0.00893479 
  3.27016 	-0.315045  	0.00893317 
  3.27028 	-0.314949  	0.00893156 
  3.2704  	-0.314853  	0.00892995 
  3.27052 	-0.314758  	0.00892833 
  3.27064 	-0.314662  	0.00892672 
  3.27076 	-0.314566  	0.00892511 
  3.27088 	-0.314471  	0.0089235  
  3.271   	-0.314375  	0.00892189 
  3.27112 	-0.31428   	0.00892028 
  3.27124 	-0.314184  	0.00891867 
  3.27136 	-0.314089  	0.00891707 
  3.27148 	-0.313993  	0.00891546 
  3.2716  	-0.313898  	0.00891385 
  3.27172 	-0.313802  	0.00891225 
  3.27184 	-0.313707  	0.00891064 
  3.27196 	-0.313612  	0.00890904 
  3.27208 	-0.313516  	0.00890744 
  3.2722  	-0.313421  	0.00890584 
  3.27232 	-0.313326  	0.00890423 
  3.27244 	-0.31323   	0.00890263 
  3.27256 	-0.313135  	0.00890103 
  3.27268 	-0.31304   	0.00889944 
  3.2728  	-0.312944  	0.00889784 
  3.27292 	-0.312849  	0.00889624 
  3.27304 	-0.312754  	0.00889464 
  3.27316 	-0.312659  	0.00889305 
  3.27328 	-0.312563  	0.00889145 
  3.2734  	-0.312468  	0.00888986 
  3.27352 	-0.312373  	0.00888826 
  3.27364 	-0.312278  	0.00888667 
  3.27376 	-0.312183  	0.00888508 
  3.27388 	-0.312088  	0.00888349 
  3.274   	-0.311992  	0.0088819  
  3.27412 	-0.311897  	0.00888031 
  3.27424 	-0.311802  	0.00887872 
  3.27436 	-0.311707  	0.00887713 
  3.27448 	-0.311612  	0.00887554 
  3.2746  	-0.311517  	0.00887396 
  3.27472 	-0.311422  	0.00887237 
  3.27484 	-0.311327  	0.00887079 
  3.27496 	-0.311232  	0.0088692  
  3.27508 	-0.311137  	0.00886762 
  3.2752  	-0.311042  	0.00886603 
  3.27532 	-0.310947  	0.00886445 
  3.27544 	-0.310852  	0.00886287 
  3.27556 	-0.310758  	0.00886129 
  3.27568 	-0.310663  	0.00885971 
  3.2758  	-0.310568  	0.00885813 
  3.27592 	-0.310473  	0.00885655 
  3.27604 	-0.310378  	0.00885497 
  3.27616 	-0.310283  	0.0088534  
  3.27628 	-0.310189  	0.00885182 
  3.2764  	-0.310094  	0.00885025 
  3.27652 	-0.309999  	0.00884867 
  3.27664 	-0.309904  	0.0088471  
  3.27676 	-0.30981   	0.00884553 
  3.27688 	-0.309715  	0.00884395 
  3.277   	-0.30962   	0.00884238 
  3.27712 	-0.309526  	0.00884081 
  3.27724 	-0.309431  	0.00883924 
  3.27736 	-0.309336  	0.00883767 
  3.27748 	-0.309242  	0.0088361  
  3.2776  	-0.309147  	0.00883454 
  3.27772 	-0.309053  	0.00883297 
  3.27784 	-0.308958  	0.0088314  
  3.27796 	-0.308863  	0.00882984 
  3.27808 	-0.308769  	0.00882827 
  3.2782  	-0.308674  	0.00882671 
  3.27832 	-0.30858   	0.00882514 
  3.27844 	-0.308485  	0.00882358 
  3.27856 	-0.308391  	0.00882202 
  3.27868 	-0.308297  	0.00882046 
  3.2788  	-0.308202  	0.0088189  
  3.27892 	-0.308108  	0.00881734 
  3.27904 	-0.308013  	0.00881578 
  3.27916 	-0.307919  	0.00881422 
  3.27928 	-0.307825  	0.00881267 
  3.2794  	-0.30773   	0.00881111 
  3.27952 	-0.307636  	0.00880955 
  3.27964 	-0.307542  	0.008808   
  3.27976 	-0.307447  	0.00880645 
  3.27988 	-0.307353  	0.00880489 
  3.28    	-0.307259  	0.00880334 
  3.28012 	-0.307164  	0.00880179 
  3.28024 	-0.30707   	0.00880024 
  3.28036 	-0.306976  	0.00879869 
  3.28048 	-0.306882  	0.00879714 
  3.2806  	-0.306788  	0.00879559 
  3.28072 	-0.306694  	0.00879404 
  3.28084 	-0.306599  	0.00879249 
  3.28096 	-0.306505  	0.00879095 
  3.28108 	-0.306411  	0.0087894  
  3.2812  	-0.306317  	0.00878785 
  3.28132 	-0.306223  	0.00878631 
  3.28144 	-0.306129  	0.00878477 
  3.28156 	-0.306035  	0.00878322 
  3.28168 	-0.305941  	0.00878168 
  3.2818  	-0.305847  	0.00878014 
  3.28192 	-0.305753  	0.0087786  
  3.28204 	-0.305659  	0.00877706 
  3.28216 	-0.305565  	0.00877552 
  3.28228 	-0.305471  	0.00877398 
  3.2824  	-0.305377  	0.00877244 
  3.28252 	-0.305283  	0.00877091 
  3.28264 	-0.305189  	0.00876937 
  3.28276 	-0.305095  	0.00876784 
  3.28288 	-0.305002  	0.0087663  
  3.283   	-0.304908  	0.00876477 
  3.28312 	-0.304814  	0.00876323 
  3.28324 	-0.30472   	0.0087617  
  3.28336 	-0.304626  	0.00876017 
  3.28348 	-0.304533  	0.00875864 
  3.2836  	-0.304439  	0.00875711 
  3.28372 	-0.304345  	0.00875558 
  3.28384 	-0.304251  	0.00875405 
  3.28396 	-0.304158  	0.00875252 
  3.28408 	-0.304064  	0.008751   
  3.2842  	-0.30397   	0.00874947 
  3.28432 	-0.303877  	0.00874794 
  3.28444 	-0.303783  	0.00874642 
  3.28456 	-0.303689  	0.0087449  
  3.28468 	-0.303596  	0.00874337 
  3.2848  	-0.303502  	0.00874185 
  3.28492 	-0.303409  	0.00874033 
  3.28504 	-0.303315  	0.00873881 
  3.28516 	-0.303221  	0.00873729 
  3.28528 	-0.303128  	0.00873577 
  3.2854  	-0.303034  	0.00873425 
  3.28552 	-0.302941  	0.00873273 
  3.28564 	-0.302847  	0.00873121 
  3.28576 	-0.302754  	0.00872969 
  3.28588 	-0.302661  	0.00872818 
  3.286   	-0.302567  	0.00872666 
  3.28612 	-0.302474  	0.00872515 
  3.28624 	-0.30238   	0.00872364 
  3.28636 	-0.302287  	0.00872212 
  3.28648 	-0.302194  	0.00872061 
  3.2866  	-0.3021    	0.0087191  
  3.28672 	-0.302007  	0.00871759 
  3.28684 	-0.301914  	0.00871608 
  3.28696 	-0.30182   	0.00871457 
  3.28708 	-0.301727  	0.00871306 
  3.2872  	-0.301634  	0.00871155 
  3.28732 	-0.301541  	0.00871005 
  3.28744 	-0.301447  	0.00870854 
  3.28756 	-0.301354  	0.00870703 
  3.28768 	-0.301261  	0.00870553 
  3.2878  	-0.301168  	0.00870402 
  3.28792 	-0.301075  	0.00870252 
  3.28804 	-0.300981  	0.00870102 
  3.28816 	-0.300888  	0.00869952 
  3.28828 	-0.300795  	0.00869802 
  3.2884  	-0.300702  	0.00869652 
  3.28852 	-0.300609  	0.00869502 
  3.28864 	-0.300516  	0.00869352 
  3.28876 	-0.300423  	0.00869202 
  3.28888 	-0.30033   	0.00869052 
  3.289   	-0.300237  	0.00868902 
  3.28912 	-0.300144  	0.00868753 
  3.28924 	-0.300051  	0.00868603 
  3.28936 	-0.299958  	0.00868454 
  3.28948 	-0.299865  	0.00868304 
  3.2896  	-0.299772  	0.00868155 
  3.28972 	-0.299679  	0.00868006 
  3.28984 	-0.299586  	0.00867857 
  3.28996 	-0.299493  	0.00867708 
  3.29008 	-0.2994    	0.00867559 
  3.2902  	-0.299308  	0.0086741  
  3.29032 	-0.299215  	0.00867261 
  3.29044 	-0.299122  	0.00867112 
  3.29056 	-0.299029  	0.00866963 
  3.29068 	-0.298936  	0.00866815 
  3.2908  	-0.298844  	0.00866666 
  3.29092 	-0.298751  	0.00866518 
  3.29104 	-0.298658  	0.00866369 
  3.29116 	-0.298565  	0.00866221 
  3.29128 	-0.298473  	0.00866073 
  3.2914  	-0.29838   	0.00865925 
  3.29152 	-0.298287  	0.00865776 
  3.29164 	-0.298195  	0.00865628 
  3.29176 	-0.298102  	0.0086548  
  3.29188 	-0.298009  	0.00865333 
  3.292   	-0.297917  	0.00865185 
  3.29212 	-0.297824  	0.00865037 
  3.29224 	-0.297731  	0.00864889 
  3.29236 	-0.297639  	0.00864742 
  3.29248 	-0.297546  	0.00864594 
  3.2926  	-0.297454  	0.00864447 
  3.29272 	-0.297361  	0.00864299 
  3.29284 	-0.297269  	0.00864152 
  3.29296 	-0.297176  	0.00864005 
  3.29308 	-0.297084  	0.00863858 
  3.2932  	-0.296991  	0.0086371  
  3.29332 	-0.296899  	0.00863563 
  3.29344 	-0.296807  	0.00863416 
  3.29356 	-0.296714  	0.0086327  
  3.29368 	-0.296622  	0.00863123 
  3.2938  	-0.296529  	0.00862976 
  3.29392 	-0.296437  	0.00862829 
  3.29404 	-0.296345  	0.00862683 
  3.29416 	-0.296252  	0.00862536 
  3.29428 	-0.29616   	0.0086239  
  3.2944  	-0.296068  	0.00862244 
  3.29452 	-0.295975  	0.00862097 
  3.29464 	-0.295883  	0.00861951 
  3.29476 	-0.295791  	0.00861805 
  3.29488 	-0.295699  	0.00861659 
  3.295   	-0.295607  	0.00861513 
  3.29512 	-0.295514  	0.00861367 
  3.29524 	-0.295422  	0.00861221 
  3.29536 	-0.29533   	0.00861075 
  3.29548 	-0.295238  	0.0086093  
  3.2956  	-0.295146  	0.00860784 
  3.29572 	-0.295054  	0.00860638 
  3.29584 	-0.294961  	0.00860493 
  3.29596 	-0.294869  	0.00860347 
  3.29608 	-0.294777  	0.00860202 
  3.2962  	-0.294685  	0.00860057 
  3.29632 	-0.294593  	0.00859912 
  3.29644 	-0.294501  	0.00859767 
  3.29656 	-0.294409  	0.00859621 
  3.29668 	-0.294317  	0.00859477 
  3.2968  	-0.294225  	0.00859332 
  3.29692 	-0.294133  	0.00859187 
  3.29704 	-0.294041  	0.00859042 
  3.29716 	-0.293949  	0.00858897 
  3.29728 	-0.293857  	0.00858753 
  3.2974  	-0.293766  	0.00858608 
  3.29752 	-0.293674  	0.00858464 
  3.29764 	-0.293582  	0.00858319 
  3.29776 	-0.29349   	0.00858175 
  3.29788 	-0.293398  	0.00858031 
  3.298   	-0.293306  	0.00857887 
