0 1 0
0.1 0.924909 0.380188
0.2 0.710914 0.703279
0.3 0.390152 0.920751
0.4 0.0107961 0.999942
0.5 -0.370181 0.92896
0.6 -0.695563 0.718465
0.7 -0.916485 0.400069
0.8 -0.999767 0.021591
0.9 -0.932902 -0.36013
1 -0.725932 -0.687766
1.1 -0.409941 -0.912112
1.2 -0.0323833 -0.999476
1.3 0.350037 -0.936736
1.4 0.679889 -0.733315
1.5 0.907633 -0.419764
1.6 0.999068 -0.0431719
1.7 0.94046 0.339904
1.8 0.740613 0.671932
1.9 0.429538 0.903049
2 0.0539554 0.998543
2.1 -0.329731 0.944075
2.2 -0.663897 0.747824
2.3 -0.898359 0.439263
2.4 -0.997903 0.0647327
2.5 -0.94758 -0.319519
2.6 -0.754948 -0.655785
2.7 -0.448936 -0.893564
2.8 -0.0755024 -0.997146
2.9 0.30927 -0.950974
3 0.647596 -0.761984
3.1 0.888665 -0.458557
3.2 0.996272 -0.0862633
3.3 0.954258 0.298986
3.4 0.768931 0.639332
3.5 0.468124 0.883663
3.6 0.0970141 0.995283
3.7 -0.288666 0.95743
3.8 -0.630993 0.775788
3.9 -0.878557 0.477637
4 -0.994178 0.107754
4.1 -0.960491 -0.278312
4.2 -0.782555 -0.622581
4.3 -0.487094 -0.873349
4.4 -0.118481 -0.992956
4.5 0.267927 -0.963439
4.6 0.614096 -0.789231
4.7 0.86804 -0.496495
4.8 0.991619 -0.129194
4.9 0.966276 0.25751
5 0.795815 0.60554
5.1 0.505837 0.862629
5.2 0.139892 0.990167
5.3 -0.247063 0.969
5.4 -0.596913 0.802306
5.5 -0.857118 0.515121
5.6 -0.988599 0.150574
5.7 -0.97161 -0.236587
5.8 -0.808704 -0.588216
5.9 -0.524344 -0.851506
6 -0.161238 -0.986916
6.1 0.226083 -0.974108
6.2 0.579451 -0.815007
6.3 0.845796 -0.533507
6.4 0.985117 -0.171883
6.5 0.976492 0.215554
6.6 0.821215 0.570618
6.7 0.542607 0.839987
6.8 0.182509 0.983204
6.9 -0.204999 0.978762
7 -0.561719 0.827328
7.1 -0.83408 0.551644
7.2 -0.981177 0.193113
7.3 -0.980918 -0.19442
7.4 -0.833344 -0.552755
7.5 -0.560617 -0.828076
7.6 -0.203695 -0.979034
7.7 0.183819 -0.98296
7.8 0.543726 -0.839263
7.9 0.821975 -0.569524
8 0.976778 -0.214253
8.1 0.984887 0.173196
8.2 0.845084 0.534633
8.3 0.578365 0.815778
8.4 0.224785 0.974408
8.5 -0.162553 0.9867
8.6 -0.525478 0.850807
8.7 -0.809487 0.587138
8.8 -0.971925 0.235292
8.9 -0.988397 -0.151891
9 -0.856431 -0.516262
9.1 -0.595843 -0.803101
9.2 -0.245771 -0.969328
9.3 0.141211 -0.98998
9.4 0.506986 -0.861954
9.5 0.796621 -0.604479
9.6 0.966618 -0.256222
9.7 0.991446 0.130515
9.8 0.867378 0.497651
9.9 0.613044 0.790049
10 0.266643 0.963795
10.1 -0.119803 0.992798
10.2 -0.488257 0.8727
10.3 -0.783384 0.621538
10.4 -0.960861 0.277033
10.5 -0.994033 -0.109078
10.6 -0.87792 -0.478807
10.7 -0.629959 -0.776628
10.8 -0.28739 -0.957814
10.9 0.09834 -0.995153
11 0.469301 -0.883038
11.1 0.769782 -0.638307
11.2 0.954655 -0.297714
11.3 0.996157 0.0875905
11.4 0.888053 0.45974
11.5 0.646581 0.762846
11.6 0.308003 0.951385
11.7 -0.0768307 0.997044
11.8 -0.450126 0.892965
11.9 -0.755821 0.654779
12 -0.948005 0.318257
12.1 -0.997816 -0.0660621
12.2 -0.897773 -0.440459
12.3 -0.6629 -0.748708
12.4 -0.328473 -0.944513
12.5 0.0552857 -0.998471
12.6 0.430741 -0.902476
12.7 0.741507 -0.670945
12.8 0.940912 -0.338651
12.9 0.999009 0.0445028
13 0.907073 0.420973
13.1 0.678911 0.73422
13.2 0.348789 0.937201
13.3 -0.0337148 0.999431
13.4 -0.411155 0.911565
13.5 -0.726848 0.686798
13.6 -0.933381 0.358887
13.7 -0.999737 -0.0229229
13.8 -0.915951 -0.40129
13.9 -0.694606 -0.719391
14 -0.368943 -0.929452
14.1 0.0121283 -0.999926
14.2 0.391378 -0.92023
14.3 0.71185 -0.702332
14.4 0.925415 -0.378956
14.5 0.999999 0.00133223
14.6 0.924402 0.38142
14.7 0.709976 0.704226
14.8 0.388925 0.92127
14.9 0.00946395 0.999955
15 -0.371418 0.928466
15.1 -0.69652 0.717538
15.2 -0.917017 0.398848
15.3 -0.999795 0.020259
15.4 -0.932421 -0.361373
15.5 -0.725015 -0.688733
15.6 -0.408725 -0.912658
15.7 -0.0310518 -0.999518
15.8 0.351285 -0.936269
