 0.5 0
 2.98006 0
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482422
 2.98039 0.000482421
 2.98039 0.000482421
 2.98039 0.000482421
 2.98039 0.000482421
 2.98039 0.000482421
 2.98039 0.000482421
 2.98039 0.000482421
 2.98039 0.000482421
 2.98039 0.00048242
 2.98039 0.00048242
 2.98039 0.00048242
 2.98039 0.00048242
 2.98039 0.00048242
 2.98039 0.00048242
 2.98039 0.000482419
 2.98039 0.000482419
 2.98039 0.000482419
 2.98039 0.000482419
 2.98039 0.000482419
 2.98039 0.000482419
 2.98039 0.000482418
 2.98039 0.000482418
 2.98039 0.000482418
 2.98039 0.000482418
 2.98039 0.000482417
 2.98039 0.000482417
 2.98039 0.000482417
 2.98039 0.000482417
 2.98039 0.000482416
 2.98039 0.000482416
 2.98039 0.000482416
 2.98039 0.000482415
 2.98039 0.000482415
 2.9804 0.000482415
 2.9804 0.000482414
 2.9804 0.000482414
 2.9804 0.000482414
 2.9804 0.000482414
 2.9804 0.000482413
 2.9804 0.000482413
 2.9804 0.000482412
 2.9804 0.000482412
 2.9804 0.000482412
 2.9804 0.000482411
 2.9804 0.000482411
 2.9804 0.000482411
 2.9804 0.00048241
 2.9804 0.00048241
 2.9804 0.000482409
 2.9804 0.000482409
 2.9804 0.000482409
 2.9804 0.000482408
 2.9804 0.000482408
 2.9804 0.000482407
 2.9804 0.000482407
 2.98041 0.000482407
 2.98041 0.000482406
 2.98041 0.000482406
 2.98041 0.000482405
 2.98041 0.000482405
 2.98041 0.000482404
 2.98041 0.000482404
 2.98041 0.000482403
 2.98041 0.000482403
 2.98041 0.000482402
 2.98041 0.000482402
 2.98041 0.000482401
 2.98041 0.000482401
 2.98041 0.0004824
 2.98041 0.0004824
 2.98041 0.000482399
 2.98041 0.000482398
 2.98042 0.000482398
 2.98042 0.000482397
 2.98042 0.000482396
 2.98042 0.000482396
 2.98042 0.000482395
 2.98042 0.000482395
 2.98042 0.000482394
 2.98042 0.000482394
 2.98042 0.000482393
 2.98042 0.000482392
 2.98042 0.000482391
 2.98042 0.000482391
 2.98042 0.00048239
 2.98043 0.00048239
 2.98043 0.000482389
 2.98043 0.000482389
 2.98043 0.000482387
 2.98043 0.000482387
 2.98043 0.000482386
 2.98043 0.000482386
 2.98043 0.000482385
 2.98043 0.000482384
 2.98043 0.000482383
 2.98043 0.000482383
 2.98043 0.000482382
 2.98044 0.000482381
 2.98044 0.00048238
 2.98044 0.00048238
 2.98044 0.000482378
 2.98044 0.000482378
 2.98044 0.000482377
 2.98044 0.000482377
 2.98044 0.000482375
 2.98044 0.000482375
 2.98044 0.000482374
 2.98044 0.000482374
 2.98045 0.000482372
 2.98045 0.000482372
 2.98045 0.00048237
 2.98045 0.00048237
 2.98045 0.000482369
 2.98045 0.000482369
 2.98045 0.000482367
 2.98045 0.000482367
 2.98045 0.000482365
 2.98045 0.000482365
 2.98046 0.000482363
 2.98046 0.000482363
 2.98046 0.000482361
 2.98046 0.000482361
 2.98046 0.00048236
 2.98046 0.000482359
 2.98046 0.000482358
 2.98046 0.000482357
 2.98046 0.000482356
 2.98047 0.000482355
 2.98047 0.000482354
 2.98047 0.000482353
 2.98047 0.000482352
 2.98047 0.000482351
 2.98047 0.00048235
 2.98047 0.000482349
 2.98047 0.000482348
 2.98047 0.000482347
 2.98048 0.000482346
 2.98048 0.000482345
 2.98048 0.000482343
 2.98048 0.000482343
 2.98048 0.000482341
 2.98048 0.000482341
 2.98048 0.000482339
 2.98048 0.000482339
 2.98049 0.000482337
 2.98049 0.000482336
 2.98049 0.000482335
 2.98049 0.000482334
 2.98049 0.000482332
 2.98049 0.000482332
 2.98049 0.00048233
 2.98049 0.000482329
 2.9805 0.000482328
 2.9805 0.000482327
 2.9805 0.000482325
 2.9805 0.000482324
 2.9805 0.000482323
 2.9805 0.000482322
 2.9805 0.00048232
 2.98051 0.000482319
 2.98051 0.000482318
 2.98051 0.000482317
 2.98051 0.000482315
 2.98051 0.000482314
 2.98051 0.000482313
 2.98051 0.000482312
 2.98052 0.00048231
 2.98052 0.000482309
 2.98052 0.000482308
 2.98052 0.000482306
 2.98052 0.000482305
 2.98052 0.000482304
 2.98052 0.000482302
 2.98053 0.000482301
 2.98053 0.000482299
 2.98053 0.000482298
 2.98053 0.000482297
 2.98053 0.000482295
 2.98053 0.000482294
 2.98053 0.000482292
 2.98054 0.000482291
 2.98054 0.000482289
 2.98054 0.000482288
 2.98054 0.000482286
 2.98054 0.000482285
 2.98054 0.000482283
 2.98055 0.000482282
 2.98055 0.00048228
 2.98055 0.000482279
 2.98055 0.000482277
 2.98055 0.000482276
 2.98055 0.000482274
 2.98055 0.000482273
 2.98056 0.000482271
 2.98056 0.00048227
 2.98056 0.000482268
 2.98056 0.000482267
 2.98056 0.000482265
